...1,usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature,post_release,usage_pk
37925,u*sage_379)25,S-f17152,NA,featu.re_12,13,4791,0,NA,FALSE,i(d-WbnaCw
37926,usage_379-26,S*-46*dfac,1970-01-20,fea$tu-re_11,10,NA,0,FALSE,FALSE,id--DXKZmd 
37927,usage_3#7927,S-0c9600,1970-01-20,fea$ture_7 ,15,2461,0,FALSE,NA,id#-seTJFw
37928,usage_37928,S-207%0+46,1970-01-20 ,feat!ure_40,3,2480,1,FALSE,FALSE,id-TFyibR
NA,usage_37929,S-dee62f,1970-01-20 ,fea*ture_31,NA,7953,0,FALSE,FALSE,id-rxbv!CZ
37930 ,usage_37930,S-0e9f04,1970-01-21,NA,7,2196,0 ,FALSE ,FALSE,id-cqIFyN
37931,usage_37931,S-c8.55b0,1970-01-20,$feature_%1&9,NA,NA,NA,FALSE,FALSE,id-GAbICN
37932,usage_37932,S-b55)5de,NA,feature_37,10,1180,0,FALSE,FALSE,NA
37933,usage_!37933,S-6c3700,1970-01-20,feature_25,NA,1555,0,FALSE,FALSE,id-MY%nAPI
NA,usage%_37934,S-b555de ,1970-01-20,feature_1@5,7,NA,NA,FALSE,FALSE,id-vE+BPRF
37935,+usage__37935,^S-^f1fa!8b,1970-01-20,feature_19,8,NA,1,FALSE,FALSE,id.-AF@OJWa 
37936 ,usage_37936,S-77ba64 ,1970-01-20 ,featur*e_28,12,5120 ,0,FALSE,FALSE,id-HLZOmo
37937,usage_37937,S.-ea#2c98,1970-01-20,feature_18,11,1593,4,FALSE,NA,+id-aJagZv
37938,usage_37938,S-7_18116,1970-01-20,featu_re_15,7,2835,0,NA,FALSE ,id-GURca.q
NA,u.sage_379.39,S-f12a5(4,1970-01-20,featu#re_8,12,4176,0,NA,FALSE,NA
37940,usage_37940,S-1-3a948,1970-01-20,feat@ure_!29,7,NA,1,FALSE ,FALSE,i_d-GZZ_tdy
37941,usage_37!9&41,S^-969c1d,1970-01-20,NA,14,3949 ,0 ,FALSE,FALSE,NA
37942 ,usage_*37942,S-7$d2c1b,1970-01-21,fe!ature_2,5,NA,0,FALSE,FALSE,id-@FxdWqA
37943,*usage_3%7!9@43,S-947b62,1970-01-21,NA,15,1065,0,FALSE,FALSE,id-(pEqXYO
37944,usa+ge_379*44,S-f9b1d&0 ,1970-01-20,#fea!ture_39 ,3,370,NA,FALSE,FALSE,id-pl+mTXQ
37945,usa@ge_37945 ,S-911b0a,1970-01-20 ,f&eature_16 ,10,2500 ,0,FALSE,FALSE,id-oCvqhM
37946,usage_3794#6,s-4e(0220,1970-01-20,^feature_4,6,NA,5,NA,false ,id-pfosz-j
37947,usage_^37947,s-4e)762d,NA,feature_32,8,1247,0 ,NA,false,id-nkmniz
37948,us#ag$e_3^7948,S-5a18e5,1970-01-20,f_eature_36,5,NA,0,FALSE,FALSE,id-O)VoAvo
37949,USAGE_37949 ,S-EB84B1,1970-01-20,FEATURE_5 ,18,6093,0 ,FALSE,FALSE,.ID-HOOJYZ
37950,usage_37950 ,-S-973e8e ,1970-01-20,featu_re_2#0,NA,6602 ,0,FALSE ,FALSE,id-khVBKT 
37951,usage_37951 ,S-3f0fb6,1970-01-20,feature_28,5,1404,5,FALSE,FALSE,id-gWJPlk
37952,usage_37952,S-0aba5(b,1970-01-20,feat^ur!e_2#5,14 ,4700,0,FALSE,FALSE,id-jcf@ucf
37953,usa+ge_37953,S-a53eac ,1970-01-20,feature_24 ,13,5456,0,FALSE ,FALSE,*id)-hjTeH*d
37954,usage&_3795&4,S-9a4^589,1970-01-20,f.eature_12,6,2335,0,FALSE,FALSE,id-oo)Bpwr
37955,NA,S-1e83a6,1970-01-20,f.ea#ture_17,13 ,3951,0,FALSE,FALSE,id-X_tX$l.dJ 
37956,usage#_37956,S-a245f6,1970-01-20,feature_2,8,1161,0,TRUE,NA,id-&Lovegz
37957,usage_3795^7,S-$f76+2a3 ,1970-01-20,NA,8,330,0,FALSE,FALSE,NA
37958,usag&e_3795*8 ,S-c*35f78,1970-01-21,feature_36,6,NA,0,FALSE,FALSE,id-HoRgnk
NA,usage_37959,NA,1970-01-20,fea^ture_35,11 ,4640,0,FALSE,FALSE,id-x_KfiUb 
37960,usage_37960,S-4a0cb3,1970-01-20,NA,9,5546,NA,FALSE,FALSE,id-DrKD&uq
37961 ,USAGE(_379&61,S-381C99,1970-01-20,FEATURE_16,NA,5491,0,NA,FALSE,ID-QOJLTP
37962,u^sa)ge_37962,S-$58ccb4 ,1970-01-20,feature_33,12,4086 ,0,FALSE,FALSE,^id-JvyqfW
37963,usage_379@6%3,_S-3909f9,1970-01-20,feature_22,10,5020 ,0,FALSE,FALSE,i!d-sUTKap
37964,usage_37964,^S-369495,NA,fe+at*ure_37,8,2640,1,NA,FALSE,id-+VLp-QOv
37965,usage_37&9#65,S-389426 ,1970-01-20 ,%feature_27,10,6652,1,FALSE,FALSE,id-Ba*AdXm
37966,&usage_3^7966,S-eb84.b1,1970-01-20,f&eatur$e@_21,5,3408,0,FALSE,FALSE,NA
37967,us)age_37%967,S-f27134,1970-01-20,feature_2 ,7 ,1211,0,NA,NA,id-mxBLVw
37968,usa-ge_+3796(8,S-972512,1970-01-20,feat.ure_31,8,NA,0,FALSE,FALSE,id--qlslR-W
37969,usage_37969,*S-(7b)7e0)4 ,1970-01-21,featu%re_8,10,614,3,FALSE,FALSE,id-r&HUGMF
37970 ,usage_37970,NA,1970-01-20,feature_18,13,6230,0,TRUE ,FALSE,id-zNuSG%q
37971,usage_37971,S-3a28cc,1970-01-20,f&eature_26,9,2406,0,FALSE,FALSE,id-EEds@Lf
37972,usage_$37972,S-30008c,1970-01-20 ,f(ea$ture_15,NA,1572,0,TRUE ,FALSE,id-&Uh+MV(My
37973,_usage_3(79&73,S-5818be ,1970-01-20,feature_18,NA,1240,0,FALSE,FALSE,id-vWAFTy
37974,usage)_37974,S-b57dcd,1970-01-20,featu_re_29,11,3854,2 ,TRUE,FALSE,id-jnEPyI 
37975,USAGE_*37975,S-0C47CB,1970-01-21,FEATURE*_36,5,2454,0,FALSE,FALSE,)I@D-VAAQXU
37976 ,u_sage!_37976,S-c033fa,1970-01-20,feature_10,4 ,3620,1,FALSE,NA,id-qZ)cSUr 
37977,!usage_3.7977,S@-f6.6b5d ,NA,feature_39,NA,6450,4,FALSE,FALSE,id-W#IPMtb
37978,!u&sage_37978,S-106bf6,1970-01-20 ,-fe+a!ture_29,14,5067,0,NA,FALSE,id-eGZhpf
37979 ,u%sage_37979,NA,1970-01-20,feature_28,15,NA,0,FALSE,FALSE,id-RWWTWL
NA,usag*e__37980,S-c77f0c,1970-01-20,f.eature_12,11,3860,NA,TRUE,FALSE,id-.PT+YhfJ
37981,$us^age_37981,S-11d378,1970-01-20,feature_23,12,263,2,FALSE,FALSE,id-ttIFPi
37982,usage_37982,S-5f1d80,1970-01-20,featur-e_17,7,7131,0,FALSE,FALSE,NA
37983,NA,S-1b83%00,1970-01-20 ,feature_9,14,5003,0,NA,FALSE,id-pxbifJ
37984,usage_37984,S-+4625@47,1970-01-20,f*eature_10,6,48,0,FALSE,FALSE,id-O(B!qWp@C
37985,!usage_37985,S&-_b7c825 ,1970-01-20,fea_ture_23,8,2081,1 ,FALSE,FALSE,NA
37986,usag!e_3798$6,S-3#6d.5c9,1970-01-20,feature)_14,6,2343,0,FALSE ,FALSE,id-LmUfMa
37987,usag$e_^37+987,NA,1970-01-20,!fe+ature_30 ,8,NA,0,FALSE,FALSE,id-dRSuZI
37988 ,usage_37#98#8,S-e97b#9f,1970-01-20,f_eature_2@6 ,11,641 ,NA,FALSE,FALSE,NA
NA,usage_37!989,s-d9f^518,1970-01-20,feature_19,11,7623,NA,false,false ,id^-e*vbefo
37990,usage_!37990,S-2b@504d,1970-01-20,fe&ature_35,13,3316,NA,FALSE,FALSE,id-zaFDRI
37991,$USAGE_37991,S-7CF7C_6 ,1970-01-20,NA,15,6603,0 ,FALSE ,FALSE,NA
37992,us)age_379@92,S-3c-4c%ae,1970-01-20,feature_23,16,NA,2,FALSE,NA,id-N)ikTIa
37993,usag+e_37_99@3,S-c_80ac4,1970-01-20,feat(ure_5,9,3663,0,FALSE,FALSE,id-PLkiDZ
37994,usage_37994,%S-1976bb,1970-01-20,feature_20,14,3768,1,FALSE ,FALSE,NA
37995,usage*_37&995,!S-b(9bbfd ,1970-01-20,f$e_atu+re_2@0,14,2691,0,FALSE,FALSE,id-FHHnOa
37996,usage._37996,NA,1970-01-20,fe)atu)re_6 ,11,3493,NA,FALSE,FALSE,id-TvnHww
37997,@usage_37997,S-d31de5,1970-01-20,feature_6,11,6891 ,NA,FALSE,FALSE,id-baumQ)Y
37998,#usage_*37998 ,NA,1970-01-20 ,feature_!10,NA,5481,1,NA,false,id-pekllm
37999,usag(e_37999,S-b9f*c6c,1970-01-20,feature_4$0,15,5908,0,FALSE,FALSE,id-@mNBBDr
38000,usage)_380+00,S-29$ec8(0,1970-01-20,fe.a!ture_37,12,2767,0,FALSE,FALSE,NA
38001,NA,S-bc5755,1970-01-20,featur)e_11,15 ,NA,0,FALSE,FALSE,id-nAeF!IB
38002 ,)usage_38002,S-be655*e,1970-01-20,fea@ture_14,13,5397,1,FALSE,FALSE ,id-CUj+WiN
38003 ,NA,s-ce695e,1970-01-20,feature_(4,7,1713,3,false,NA,id-tgowxv
38004,usag$e_38004,S-c5bec0,1970-01-20,fea$ture_10,17,NA,0,TRUE,FALSE,id-ktuxUj 
38005,u(sa*ge_38_005,S-1^d081a,1970-01-20,featu&re_23,5,1579,1,NA,FALSE,id-ojilIK
38006,usage%_38006,S-6c3700,1970-01-20,feature_11,NA,1259,1,TRUE,FALSE,NA
38007,usage_38007,S-b6a_35$b,1970-01-20,fe$ature_4,12,2634,0 ,FALSE,FALSE,id-eKAoRP
38008,u#sage_38008,NA,1970-01-20,feature_1!9 ,12,363,0,FALSE,NA,id-joLWUt 
38009 ,u$sage_38009,S-5d5250,1970-01-20,fe_ature_25,4,1336,0,FALSE,FALSE,id-MzMxN(S
38010 ,#u_sage_38010 ,S@-cda24!2,1970-01-20,NA,11,4032,0,FALSE,NA,id-jLrPGD
38011,usa_ge_$3*8011,#S-6b977f,1970-01-20,%fea@ture_13,10,96,NA,FALSE,FALSE,id-pxVz(Qc
38012,usag&e_380)12,+S-afed2d,1970-01-21,featur%e_29,15,6235,0,TRUE,FALSE ,id-w%EOajq
38013,u^sage_38013,S-984f8b,NA,feature_30,4,398,5,FALSE,FALSE,id-FTyxnP
38014,usa!ge_38#014,S-18f80d,1970-01-20 ,featur)e_18,8,1005,1,FALSE,NA,id-GhlAFp
38015 ,u@sage_3801!5,S-5(75bef,1970-01-20,feature_22,17 ,1235 ,0,FALSE,FALSE,id-aKdCJQ
38016,NA,$S-59c5d*7,1970-01-20,feature^_39,10,1347 ,0 ,FALSE,FALSE,-i_d-Ribdjw
38017,usage_38017,S-(02cde8,1970-01-20,feature_20 ,5 ,203,NA,FALSE,FALSE,id-msMtHV
38018,usa$ge_38018,S&-0a9660,1970-01-20,feature_22,8,591,0,FALSE,FALSE,NA
38019,usage_3_8019,S-6cff51,1970-01-20,featu.re_13,6,3108,0,FALSE,FALSE,id-lzCDgi 
38020,usag&e_*38020,S-9(cd745,1970-01-20,featu)re_35,11,6044,0,FALSE,FALSE,!id-VvUjt%O
38021,u$sa)ge_38#021,S(-*a-18$bb2,1970-01-20,feature_14,7,2224,3,FALSE,FALSE,id-ktVCd&F
38022,u-sage_3802-2 ,S-084e)4f,1970-01-20,feature_19,7,1384,0,NA,FALSE,id-Vjr*x@aP
38023,us+age_380*23,S-d660d6,1970-01-20,feature_12,15,4734,0,FALSE,NA,NA
38024 ,NA,-s-83b45d,1970-01-20,f+eatur_e_26,15,1192,0,false,false,NA
38025,usa_ge_38025 ,+S!-5aa4ba,NA,feat-u+re_26,10,2227,0 ,NA,FALSE ,id-piGwdA
38026,^usage_38026,S-e3c3c.8,NA,feature_40,5,2743,0,FALSE,FALSE,NA
38027 ,u@sage_38027,S-dc9%0ef,1970-01-20,fe_atu$r)e_$15,13,2364,0,FALSE,FALSE,i.d-K*MkAyz
38028,usage_38028,S-b01b1c,1970-01-20,featu%re_25,6,1841,0,FALSE,FALSE,id!-TyzvYS
38029 ,NA,NA,1970-01-20,fea)tu+re_2 ,13 ,3772,0,FALSE,FALSE,id-UrAwfN
NA,usage_38!030,S-74be40,1970-01-20 ,fe#a^ture_2,14,1454,0,FALSE ,FALSE,id-k)vjTq_u
NA,usage_-38031,S-c92850,1970-01-20,f#eature_27,11,2704,0,FALSE,FALSE,id$-xWUgOu 
38032,usage_38032,+S@-!a113a2,1970-01-20,feature_37,12,5058,6,FALSE,FALSE,id-afpJVz
38033 ,u@sage_3(8033,s-7f5316,1970-01-20,feature_34,11 ,2429,1,false,false,id!-ahqpbj
38034,usage_38034,S-2a57b3,1970-01-20,feature_37,4,399,0,FALSE,FALSE,id-zzkmBe
38035,u)s#age_38035 ,S-6e4c1a,1970-01-20,feature_1 ,8,2678,0,FALSE,FALSE ,id-IALoXm
NA,usage_3(8036,s-b53850,1970-01-21,(feature_6 ,11,3320,0,false,NA,id-ygpybq
38037,NA,S-c847dc ,1970-01-20,feature_37,3,NA,0,FALSE,FALSE,id-jKOD!uy
38038,NA,S-721fea,1970-01-20 ,&f)eature_1,14,3574,0,FALSE,NA,id-kdKRAE
38039 ,usage_38039,S#-57bdc$2,1970-01-20,feature__13,7,1662,2,FALSE,FALSE,id-VT.eT#lu
38040,usage_38040,s-f0d2fd,1970-01-20,featu-re_14,14,3831,NA,false,NA,(id-izzipp
38041,u)sage*_38041,S-cb853a,1970-01-20,feature_4,10,2280,0,FALSE,NA,id-mxb^Ahg
38042,USAGE_38042,NA,1970-01-20,FEATURE_22,5,NA,1,FALSE,FALSE,-ID-UQAZ!BR
38043,usage_38043,NA,1970-01-20,featur-e_2@4,9,1130,3,FALSE,FALSE,id-qwrtSQ
38044 ,NA,S-4f8c*90,1970-01-20,NA,16,852,0,NA,NA,NA
NA,NA,S-374$1B9,1970-01-20,FEATURE_40,13,2790,0,FALSE,FALSE,ID-V(SEGKE
38046,usage_(38046,S-518#472,1970-01-20,feature_10,10,NA,0,FALSE,FALSE ,id-hLaGsa
38047,usag(e_38047,S-f6edd4,1970-01-21,feature)_20,NA,NA,0,FALSE,FALSE,i#d-PAWywb
NA,usage_38048,S-e04d93,1970-01-20,feature_2 ,5,124 ,0,FALSE,FALSE,id-G-OS%Cgb 
38049,usag-e%_38049,S-c3b62.2,1970-01-20,featu_re_1,9,198,1,FALSE,FALSE,^id-wauxvL
38050,usage_38050,S-966&ce7,1970-01-20,feature$_3,11,270,0,FALSE,FALSE,id-IstjWG
38051,usage_38051,S-b147b9 ,1970-01-21,fe@ature_12 ,9,NA,0,FALSE,FALSE ,^id-xMcaOl
38052,usage+_38052,S--8e169f,1970-01-20,feature_12,10,3919,1,FALSE,FALSE,id-xdbAuB
38053,us&age_38053,S-c92099 ,NA,NA,8,3922,1,FALSE,FALSE,id-fy!yEbz
38054,us&a+ge_38054,S-540cee ,1970-01-20,@feature_31,11,2552,0,FALSE,FALSE,NA
38055,usage*_38055,S-3!e_a1-9d,1970-01-20,feature_20 ,11,NA,3,FALSE,FALSE,id-ApLCj^t
38056 ,usage_38056,(S_-e6cfc1,1970-01-20,feature_35,7,NA,0,NA,FALSE ,id-rWMQH%P
38057,usage_*38057,NA,1970-01-20,featu*re_31,NA,3936,2,FALSE,FALSE ,id-tmSLvA
38058,u%sag%e_38058,S-)6def6&0,1970-01-20,featu+re_33,10,1221,1,FALSE,NA,id-XNAtWz
38059,usage_38059,NA,1970-01-20,f&eature_40,NA,1439,0,FALSE,FALSE,i)d-niJxLR
38060,usage_3806+0,S-14a95a,1970-01-20,fe*atu-r&e_@23,6,1513,0,TRUE,NA,id-lSwCxg
38061,NA,S-679&c73,1970-01-20 ,feature_1,11,2608,1,FALSE ,NA,id-Nz(nLdb
38062,u&sage_3-8062,S.-c287ef ,1970-01-20,-f(eature_36,NA,3595,0,FALSE ,FALSE,_id-SZyRbm
NA,NA,S-74704b,1970-01-21,fe)a.tu^re_&22,5,1712 ,0,FALSE,FALSE,NA
38064,+usage_^38064,s-f72b84,1970-01-21,featur.e_11,5,3402,0,true,false,id-rnlsan
38065,usage_38065 ,S^-075#6ce,1970-01-20,feature_5,9,4084,0,FALSE,FALSE,%id-aGVmOd
38066,usa#ge&_38!066,S-2ba4ee,1970-01-20,feature_8,8,3126,0,TRUE,FALSE,id-fJEVLy
NA,u!sage_38067,NA,1970-01-20,fe$ature_14,15,3202,3,FALSE,FALSE,id-OPloqv
38068,)u*sage_38068,S-d6549_1,1970-01-20 ,fe#ature_14,9 ,97,NA,FALSE,FALSE,id*-IFUL(Qz
38069,usag&e_38069,S-973e8e,1970-01-20 ,feature_10,16,6152,0,FALSE ,FALSE,id-FwHpqg
38070,usage_38070,s-6d356a,NA,@feature_2,13,2470,0 ,false,NA,id^-#dzddov
38071,USAG@E_3(8071,$S-BD*1EE1,1970-01-20,FEATUR@E_28 ,6 ,1621,0,FALSE ,FALSE,ID-BNN@KJW
38072 ,usage_38072,S.-510999,1970-01-20 ,f(eature_.11,9,4513,0,FALSE,FALSE,id-MM&Qot-w
38073,usage_38073 ,_S-b9575.1,1970-01-20,!feature_4,7,947,3,FALSE,FALSE,NA
38074,usage_38074,S-7e2e5)c,1970-01-21,feature_4,8,3105,0 ,FALSE,FALSE ,NA
NA,NA,S-da4+a98,1970-01-20,featur@e_29,8,2327,0 ,FALSE,FALSE ,id-gELSi*Z
38076,usage_38$076,S-a(d32a8,1970-01-20,feature_3,10,3154,NA,FALSE,FALSE,-id-j$lgjAJ
38077,usage_38077,S-ff^2510,1970-01-20,feature_27,8,623,0,TRUE,FALSE,_id&-fACIDS
38078,usage_3-8078,S-)6c7bd8,1970-01-20,feature_17 ,12,NA,2 ,FALSE,FALSE ,id-AMSBSj
38079,usage_38079,NA,1970-01-20,.feature_23,NA,539,0,FALSE,FALSE,id-UgnSOV
38080,usage_38080,NA,1970-01-20,feature*_39,10,2200,0,NA,false,id-epxnb%q
NA,NA,&S-fd04d-6,1970-01-20,f!eat#ure_10,4,199,1,FALSE,FALSE,id-LAaTFg
38082,u&sag-e_38082,$S-87-1e83,1970-01-20,feature_8,12,NA,NA,FALSE,FALSE,id-jLvIid
38083 ,usa$ge_38083,S-d50d_25,1970-01-20,feature_40,NA,2216,0,FALSE,FALSE,id-KOQDlP
38084,usage_.38084,NA,1970-01-21,feature_2%1,13,3159,0,FALSE,FALSE,id-ZTGAAA
38085,USAG%E_38085,S-D5605E,1970-01-20,FEAT%U$RE_24,NA,1598,1,TRUE ,FALSE,ID-DSLHZ-G
38086,usag)e_38086,S-48d2b5,1970-01-20,feature_7,11,NA,0,FALSE,FALSE,i.d@-(KNARoO
38087,usage_38087,S-9925b9,1970-01-20,fea&ture_13,14,691,0,TRUE,FALSE,id_-noHKfg
38088,usage_38088,S-01(6b$5&f,NA,feature_10,6,NA,0 ,FALSE,FALSE,id-XdYuMT
38089 ,usage_38$089,S-95d15a,1970-01-20,feature_14,9,2547,1,FALSE,FALSE,id-iQzJCs
38090 ,NA,S-8e5$c%eb,1970-01-20,feature_38,8,786,0 ,FALSE,FALSE,id-WdIjjU
38091,usage_(38091,S-22083e ,1970-01-20 ,feature$_35,9,5279,0,FALSE,FALSE,id-cdCV-kL
38092,usage_38092,S-6c6e62,1970-01-20,featu+re_36,7,NA,0,FALSE,FALSE,%id-Tv(BFNT
NA,%usage_38093,S-58%b22d,1970-01-20,feature_40 ,11,6413,2,FALSE,FALSE,i@d-nOpXP%c
38094,+usa%ge_(3-8&094,S-0b8b.0c,1970-01-20,feature_3_1,12,2637,0,FALSE,FALSE,id-U^MgOkE
38095,NA,S-0c91c4,1970-01-20,feature_16,10,508,2,FALSE,FALSE,NA
38096,usage_38^0)96,S-2^f7250,1970-01-20,feature_4,14,2599,0,FALSE,NA,i%d-xoQIYw
38097,u(sage_)38097,NA,1970-01-20,feat)ure_13,10,3310,NA,FALSE,FALSE,id-QC%ENiJ 
38098,usage_38098,S-6def.60,1970-01-20,fe#atu@r.e._9 ,10,1557,NA,FALSE,NA,id-+WXHAxB
38099,us)ag%e@_38099,S-4df118,1970-01-20,NA,15,6450,0,FALSE,FALSE,id-i@M%RQAq
38100,us#age_38100,S-c0127d,1970-01-20,feature_23,15,4365,2,NA,NA,id-DXWNUs
38101,#usa$ge*_38101 ,S-d)a0c62,1970-01-20,feature_30,8 ,3600 ,0 ,FALSE,FALSE,i)d-wsHJeZ
38102 ,usa_ge_38102,NA,1970-01-20,featu-re_8,8,457,NA,FALSE,FALSE,id-s!lYxcF
38103,usage_381_03,NA,1970-01-20,feature_10,8,401,1,FALSE,FALSE,(id-Krbb#cJ
38104,u.sage*_381&04,S-98845b,1970-01-20,feature_38,9 ,4166,0,FALSE,FALSE,id-t^OTouf
38105,NA,S-3b98b&1,1970-01-20,featur#e_+13,11 ,1666,NA,FALSE,FALSE ,id*-uQhl&ZO 
38106,usage_381_06,NA,1970-01-20,feat_ure_31,10,3561,1,FALSE ,NA,id-FbpBf.o
38107,usage(_38107 ,S-6*bb2c5 ,NA,fe&atur!e#_12,NA,1466 ,0,FALSE,FALSE,id-X)L%Cnu^F
38108,usage#_38108,!S-ec41f7,1970-01-20 ,fe@ature_37,NA,3598,0,FALSE,FALSE,+id-*iYG+sJu
38109,usage#_38109,S-f3273^1,1970-01-20,feature_3,13,NA,0,NA,FALSE,id--X_Yv^kff
38110,usage_38110,S-5cb87c,1970-01-20,feature_2$7,9,2403,NA,FALSE,NA,id-l(fbyO.J 
38111,u+sage_38111,NA,1970-01-20,feature_!11,16,6251,0,TRUE,NA,id-n-AsfJS
38112,-usage_38112,S#-#9de4eb,1970-01-20,f.eatu-re_7,7,NA,0,FALSE,FALSE,id-V.kjAxS
38113 ,usag.e@_38113,S-b488bc,1970-01-20,feature_14,8 ,227,0,FALSE,FALSE,id-ioxxJw
38114,NA,S-6c)b472,1970-01-20,feature_27,11,5762,0,NA,FALSE,id-%opK*YMB
38115,usage_3$8115,NA,1970-01-21,(feat*ure_38,17,7724,1,FALSE,FALSE,id-(BYH(GBV
38116,usag(e_38116,S-82c91a,1970-01-20,featur_e_35,12,6875,3,FALSE,FALSE,id-HfNNJQ
38117,usag-e_38117,s-ae7a5d,1970-01-20,*feat(ure!_2,6,611,0,false,false,i.d-uailyl 
38118 ,usage_38118,S-c@158df,1970-01-20,&featu-re_31,10,2579,0,FALSE,FALSE,id-R.efSLD
38119 ,u)sag$e_38119,S-0e43ee,1970-01-20,feature_30,11 ,788,NA,FALSE,FALSE,id-qKBU%mS
38120,u#sage_38120,S-*d6c9dc,1970-01-20,%feat#ure(_1,14 ,NA,3,FALSE,FALSE,id-#RlQQBs
38121,usage_38121,NA,1970-01-20,feature_11,10,3403,0,FALSE,NA,id-$mnOwgj
38122,usage_3812_2,S-05aaef,1970-01-20,fe_ature_4@0,9,2067,2,FALSE,FALSE,id-hybGOb
38123,usage_-38123 ,S-820711,1970-01-20,@feature_22,6,133,0 ,FALSE,FALSE,id-EbwzmK
38124,@usage_38124 ,S-47(7506,1970-01-20,^feature._24,10,2942,0,FALSE,FALSE,NA
NA,NA,S-+7576b_d,1970-01-20 ,feature_16,6,307,2,NA,FALSE,id+-Q+l!G.gFj
38126,u*sa^ge__38126,S-a76521 ,1970-01-20,feature_18,5,4786,0,FALSE,FALSE,id-RLevi$H
38127,usage_38127,S-c53808,1970-01-20,feature_18,8,2774,0,FALSE,FALSE,id-ppGwQm
38128,NA,S-d35d49,1970-01-20,NA,14,6604 ,NA,FALSE,FALSE ,*id-IICfcj
38129,usage_^381&29,S-dec1fb,1970-01-20,feature_18,10,4918,2 ,TRUE,FALSE,id-wpO#MwX
38130 ,usage(_(38130,S-&7bf6d8,1970-01-21,f%eature_18,13,6282 ,0,NA,FALSE,NA
38131,usag*e_38131,S-c14b9d,1970-01-20,featu!re_17,13 ,1633,NA,FALSE,NA,id-JfeI*Oo
38132,usage$_%3!813)2,S-7576bd,1970-01-20 ,featur(e_1(1,NA,409,NA,FALSE,FALSE,id-cvpkWI
38133,usage_38133,S-9e)da4d,1970-01-20,feature_9,8,857,0,FALSE,FALSE,id-cvEaV)u
38134,u%sage_381)34,S-373490,1970-01-20 ,)feature_26,8,2468,0,FALSE,FALSE,id-YNyhOZ 
38135,usag)e_381(35,S%-69_42+77,1970-01-20,f@e^at)u(r(e_37,13,1267,0 ,FALSE,FALSE,id-EtlvAH
38136,usag#e._38136,NA,1970-01-20,feature_6,7,3213,0,FALSE,FALSE,id-maNNai
38137,)u%sage_38137,S-e2%793d,1970-01-21,)featur+e_21 ,NA,2902,0,TRUE,FALSE,id-FHRJUx
NA,us_age_+38-138,S-09ada1,1970-01-21,feature_13,11,1983,0,NA,FALSE,NA
38139,usag.e_381)39,S-2e+965d,1970-01-20,fea+ture_40,12,2183,NA,NA,FALSE,i$d-X#ubLCI
38140 ,usage_38140,S-28e491,1970-01-20,f%eature_3$9,11,5530,1,FALSE,FALSE,id-%TJvfTT
38141,-usage_3814!1,S+-2ff628,1970-01-20,featu*re_12 ,8,5189,1 ,FALSE,FALSE,id-vSSjf&u
38142,usage_38#1@42,S$-fd04d6,1970-01-20,f.eature&_1(0,10 ,1799 ,0,FALSE,FALSE,id-sLIvdz
38143,usage_%38%143,S-#7c*e677 ,1970-01-20,feature_29,9,1530,0 ,FALSE,FALSE ,id-sOcwkF
38144,usage_38144,S-56c23b ,1970-01-20,feature_#15,12,4206,1,FALSE,FALSE,NA
38145,usage_38145,S-2178f0,1970-01-20,feature_4,11,3206,3,FALSE,FALSE,id)-paDZDy
38146,usa_ge_38146 ,S-8)53f5d,1970-01-20,featu+re_28,NA,4728,0,FALSE,FALSE,id-VS(wphH
NA,usage_3+814-7,NA,1970-01-20,+feature_18,10,6388,0,NA,FALSE,i!d&-KcGw)Fm
38148,usage_381@48,S+-7*7ca30,1970-01-21,.featu-re_38,11,NA,0,FALSE,FALSE,-id-fCZVVM
38149,usage_!38149,S-bd)1912,1970-01-21,feature_32,8,6404,NA,FALSE,FALSE,id-^pZRFzJ
38150,usage_38150,S.-bf3403,1970-01-21,f^eature_7,12,3412,0,FALSE,NA,id-L*QTtoC
38151,usage_.38151,_S(-eaa2c2,1970-01-21,feature_37,6 ,2460,2,FALSE,NA,id--*gfSzcq
38152 ,usage#_38152,S-c1316c,1970-01-20,-feature_8,6,1084 ,0,FALSE,FALSE,^i-d-alAmMt
38153,us+ag(e_381.53,S-e1+db7*e,1970-01-20 ,feature_30,13,NA,2,FALSE ,FALSE,id-L-uVQJi
38154,usage_38154,NA,1970-01-20,$f-e^ature_#26,12,NA,NA,FALSE,FALSE ,i@d-RUJDrm
38155,usage_+38155,S-208e3)3,1970-01-20,feat^ure_10 ,7 ,413,0,FALSE,FALSE,id-M.mzBiQ 
38156 ,u(sage_38156,S-25a969,1970-01-20,feature_+7,9 ,2788,0,TRUE,FALSE,id-qOmBTQ
38157,NA,S-%5*42C37,1970-01-20,FEATURE_17 ,12,4256,3,FALSE,FALSE,ID-R.VVHPF
38158,u.sage_38158,NA,1970-01-20,featur(e_20,13,3846,0,FALSE,FALSE,id-.WREQAy
38159,usage_3)8159,)S-1*12733,1970-01-20,fea)ture_40,7,NA,3,FALSE ,FALSE,i&d-XJdjDs
38160,-usage_38160,S!-f554b0,1970-01-20,feat+ure_1*2,NA,5522,NA,FALSE,FALSE,id-ozKVCh 
38161,us&age^_3*8161,S-ca0c98,NA,feature_22,11,1115,0,FALSE ,FALSE,NA
