...1,usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature,usage_day,synthetic
47235,U-39@b312998+34f,S-c9d323,2023-08-09,fe*ature_n%ew_ai,6 ,1456 ,2,TRUE ,2023-08-09,TRUE
47236,NA,S-8.b9deb,2024-04-14 ,featur_e_new_ai,11,3870,NA,FALSE,NA,NA
47237,U-54a.15*ec48d72,S--377ced ,2023-10-07,feature_n$ew_@ai,11,2997,1,FALSE,2023-10-07,TRUE
47238,U-a94a1b268f0a,S-132103,2023-09-23,NA,11,5296,1,FALSE,2023-09-23,TRUE
47239,U-a1+3f0f6861-f9,S--2d63e2,2024-05-28,NA,10,3290,0,FALSE,2024-05-28,TRUE
47240,U-48b0@ddfdd97!3,S-d26ee3,2023-12-13,@feat$ure_n#ew_ai,10,7421,0,FALSE,2023-12-13,TRUE
47241,U--14E1B0FA6A38 ,S-B71B)3.A,2024-01-24,FEATURE_NEW_AI,10,906,NA,FALSE,2024-01-24 ,TRUE
47242,U%-324ce61bf823,S-2c-3d7d,2023-09-09,feature_new_ai,12,6266,1,FALSE,2023-09-09,TRUE 
47243,U-92@c_a1(4213a3e,S@-81a@509,2023-09-21,feature_new_ai ,6,2233,3,FALSE,2023-09-21,TRUE
47244,U-12a3c6ae4c3c,&S-e.d-7a7)2,2024-03-03,fe%a+ture_new_ai,14,3425 ,0,FALSE,2024-03-03,NA
47245,U-ddf9810c#17b3,S-650%71f,2023-11-23,featur+e_$new_.ai,15,2864,0,FALSE,2023-11-23,TRUE
47246,U-03&1@379f(51011 ,S-8921c#b,2023-08-04,feature_ne^w_a#i,14,6174 ,2,TRUE,2023-08-04,TRUE
47247,U-5d2974a^69db0,S%-54bb4e,2024-04-11,feature_ne!w_ai,9,809,0 ,FALSE,2024-04-11,TRUE
47248,U-437&8f1e2&e+bd6,&S-2410c6,2023-11-06,feature_new_ai,NA,1410,NA,FALSE,2023-11-06 ,TRUE
NA,NA,(S-5$a18e5,2024-02-10,fea&ture_new_ai,15,2777,0,FALSE,2024-02-10,TRUE
47250,U.-36CD891EADAB,S-7D651B ,NA,FEATURE_NEW_AI,9,1707,0,FALSE,2023-10-14,TRUE
47251,U-580(8966bfeba,S-5ca#11-a,2024-01-02,feature_!new_ai,NA,877,1,FALSE,2024-01-02,TRUE
47252,.U-07!32fa36&8d6&7,S-b4d224,2024-03-21,feature(_n(ew*_ai,9,5366,0,FALSE,2024-03-21 ,TRUE
47253,U-8f#f475c.0+909d,S-dcc1a5,2024-04-30,feature_n(ew_ai,10,4598,NA,FALSE,2024-04-30,TRUE
47254,U-+7c8a6b9f1c04,S-dc3bbc,2023-08-26,feature_n.ew_ai,14,3981,0,FALSE ,2023-08-26,TRUE
47255,U-4976db4c$6cf2,S*-e5b.ed6,2024-02-12,feature_ne!w_ai ,12,6035,0,FALSE,2024-02-12,TRUE
47256,U-)0A37DF8FE413,S-A2C(D6A,2024-05-10,FE(ATURE_NEW_AI,9,3170,0,FALSE,2024-05-10,TRUE
47257,U-(346e)bc84d9db,S@-e8a2fa,2024-02-01,feature_new_ai,8,5206,1 ,FALSE,2024-02-01,TRUE
47258,U-(3b3506&3-c)d82_e,S-1!5be1c,2023-08-03,feature_new_ai,10,2352,5,FALSE ,2023-08-03,TRUE
47259 ,U-05b37b0a0e)9+9,S-a9ca9b,2023-08-20,feature_n+ew_ai,8,NA,0,FALSE,2023-08-20 ,TRUE
NA,U-8044@300a4fcd,&S-a0a5(e3,2023-08-25,feature_^n%ew_a%i,14 ,5159,0,FALSE,2023-08-25,TRUE
47261,U-*437*a4cb9a$b21,S-595693,2023-07-20,feature_new_ai,14,5642 ,0,FALSE,2023-07-20,TRUE
47262,U-e2af5e4@b89be,S-)951c06,NA,feature_new_ai,12,2370,0,FALSE,2024-03-13,TRUE
47263,NA,S-5^52434 ,2024-05-29,fea.ture_new_ai,11,4624,0,FALSE ,NA,TRUE
47264,U-+4494%f1%734(c#50,S-b8c3e6 ,2023-12-17,!fe+ature_new_ai,9,3126,NA,FALSE,2023-12-17,TRUE
47265,U-a32e32d4fcc1,S-44d025,2024-01-16,feature_new_ai,8,934,0,FALSE,2024-01-16,TRUE
47266,#U-260ae082bae)3,S-cb10)0e,2024-03-20,_feature_new_ai,9,1163,0,NA,2024-03-20,TRUE 
47267,U-a3_8@270daa0$7e,S-266ada,2023-11-10,feature_new_ai,10,4264,0,FALSE,2023-11-10,TRUE
47268,u-b37bb2ab_c86c,s-0efb82,2023-12-01,fe(ature@_new__a$i,9,2443 ,5,NA,2023-12-01 ,true 
47269,U-ff54412fb9bb,NA,2024-01-12 ,featu-re_new!_ai,NA,NA,0,FALSE,2024-01-12,TRUE
47270,U)-9d6614fe19e0 ,S-68a558,2023-10-01,f-ea&tu(re-_new_ai ,NA,4467 ,0 ,FALSE ,2023-10-01,TRUE 
47271,U+-2^34*52_67397dd,S-1bd2e+c,2023-07-04,featu&re_new_ai ,11,4429,1,FALSE,2023-07-04 ,NA
47272,_U%-9336f$a323209,S@-0fc93f,2024-01-05,fe+atur^e_#n&ew__ai,10,468,2,FALSE ,2024-01-05,TRUE
NA,$U-751154b57a51,S^-c2f29(3,2024-04-07,feature_ne_w-_ai,7,2458,0,NA,2024-04-07,TRUE
47274,!U-4b6.9778ca5b2,S-.8bbfcd,2023-07-08,feat-ure_new_ai,11,319,0,FALSE,2023-07-08,TRUE
47275,U-+6b6d2ded6a70,S-511e50,2023-08-30,feature_ne^w_ai,11,3554,1,TRUE,2023-08-30,TRUE 
47276,U-ad5f16b3*54e2,S-76c065 ,2023-09-15,feature_ne@w(_ai,6 ,3088,0,FALSE,2023-09-15 ,TRUE
47277,U-4bc3c71e5a-cf,S-3012fa,2024-03-31,fea+ture_new_ai ,7,4338,0,FALSE,2024-03-31,TRUE
47278,u-c4d9475f0921,s-8bfab5,2023-12-13,feature_new_ai,13,1151,NA,false ,2023-12-13,true
47279,U-636a18e$1c9bb,S*-&6754a4 ,2023-12-24,f(eat!ure_new_ai,16,1290,NA,FALSE,2023-12-24,TRUE
NA,NA,S-C58D66 ,NA,FEATURE_NEW_AI,8,NA,NA,FALSE,2024-02-02,TRUE
47281,U-1d69f1b7)7757 ,S-128f55,2023-09-20,fea@ture_new_a%i,8,537,2 ,FALSE,2023-09-20,TRUE
47282,U-e1%2)b.966db67d ,NA,2024-02-27,feature_new_ai,10,2076,NA,FALSE,2024-02-27,TRUE
47283,NA,s-2f9_bef,2023-06-23,featu&re_n@ew_ai,6,NA,0,false,2023-06-23,true
NA,U-690#be974cf0e ,S-%c9199e,2023-07-23,fe!ature_new_ai,7,555,0 ,TRUE,2023-07-23 ,TRUE
47285,U-59b91536b1ec,S-680dbe,2024-04-04,f_e-atu&r_e_new_ai,11,NA,1,FALSE ,2024-04-04,NA
47286,%U-0903dec7e184,S-c#2c197,2024-02-07,&featu*re_$n-ew_ai,8,NA,0,FALSE,2024-02-07,NA
47287,U-0E1060E8E893,S-559E85,2023-08-15,FEATURE_NEW_AI,11,2519,1,FALSE,2023-08-15,TRUE
47288,U-d6+ec60710f67 ,S-db#ee03,2023-11-19,NA,NA,3954,2,FALSE,2023-11-19,NA
47289,U-09881b004+60a,S-!b60!20@8,2023-06-30,f)eature_n-ew_ai ,8,2127,0,FALSE,2023-06-30,TRUE
47290,U-a_771df2f912a,S-fc_9cc3,NA,^feature_new_ai,12,2956,0,FALSE,2024-02-12,TRUE
47291,U-a4c6fb400504,S-2176d(a,2024-03-13 ,feature_n*ew_ai,13,1214,1,FALSE,2024-03-13,TRUE
47292,U-!b$e663643828$0,S-eae80!6,NA,fe(ature_new_#ai,8 ,NA,0,FALSE ,2023-09-21,TRUE
47293,U+-ca7_82534f315,S-a4d121,2023-10-17,feature_new_ai,NA,1094,2,FALSE,2023-10-17,NA
47294 ,U-9&c8599597074,S-27c$00d,2023-09-06,feature_new_ai,6,433,3,FALSE,2023-09-06,TRUE
47295,U-5d8610f53a55,S-843a53,2023-11-01,feature_new_ai,9,418,1,FALSE,2023-11-01,TRUE 
47296,U-_c5663b@42%a637,S-f409^7a,2023-09-19,fe#ature_new_ai,11,2508,0,FALSE,2023-09-19,TRUE
47297,U-63a4a*ec18aea,S-0.b7de7,NA,NA,12,7248,0,FALSE,2023-09-10,TRUE
47298,U-ed9279d94c)28,S-^af6974,2023-11-16,f.eature_new_ai,6,1039 ,0,FALSE,2023-11-16,TRUE
47299,U-$4+b17d146b.6bc,S-b8+63)04,2024-04-20,NA,3 ,1094,0,TRUE,2024-04-20,TRUE
47300,U-eddfa&58a#59f8,S-6ac338,NA,fea.ture!_new&_ai,7,2765 ,1 ,FALSE,2024-03-16,TRUE
47301,U!-87f2+fa2^4b1b4,S-f_61%f4%2,NA,f%eature*_new_ai,17,5233,0,TRUE,2023-09-28,TRUE
47302,U-68b39fc4(5b1a,S-#a2da20,NA,feature_new_ai,NA,5765,0,FALSE,2024-05-21,TRUE 
NA,U-9#e377b-b905+3e,NA,2023-08-27,fea@ture_new_ai,12 ,5265,NA,FALSE,2023-08-27 ,TRUE
NA,NA,S-4ad7b1,2024-05-09,feature_new_ai,9,4725,0,FALSE ,2024-05-09,TRUE
NA,U-ab-813bf1ef98,S-48a54e,2023-10-02,+fe-ature_new_ai,NA,4655,0 ,FALSE,2023-10-02 ,TRUE
47306,U-31d55_f1be101 ,S-4f0027,2023-12-26,feature_n+ew_ai,5,3034,3,FALSE,2023-12-26,TRUE
47307,U-c.3934f)f8^5c84,%S-95aaf8 ,2023-08-25,feature_new_ai,6,NA,0,FALSE,2023-08-25,NA
47308,U-c8b7ab130a2b,NA,2024-03-16,feature_new_ai,5,559,0,FALSE,2024-03-16 ,TRUE
47309 ,(u-a6cee6f8d112,s-0)a82$00,2023-10-05,fea_ture_new_ai,15,1229,0,false,2023-10-05,true
47310,U.-b3a2c4ccd%e6d,S-^60b7c7,2024-04-25 ,feature_new_ai,16,1756,1,FALSE,2024-04-25,TRUE
47311 ,-U-0*1779ef8a6^7f,S-f3d5d7,2023-07-12,feature__n*ew_a-i,12,1500 ,0,NA,2023-07-12 ,TRUE
47312,U-d413ed664507,S-c84(7@dc,2023-12-12,NA,7,2090,0,FALSE,2023-12-12,TRUE
47313,U-e$21218caa3d1,S-193#d88,2023-08-08,feature_new_ai ,6,1206,0,FALSE,2023-08-08,TRUE 
NA,U-7162bf0.2f2^e6,S-b520e9,2024-05-01,feature_.new_ai,NA,NA,1,FALSE,2024-05-01,TRUE
47315,U-^43b73!e2183d2,NA,2023-11-11,featur%e_new_^ai,7,2573,0,FALSE,2023-11-11 ,TRUE
NA,U-987*0f42_ef01c,S-816354,2024-02-13,featu)re_new_ai,11,NA,0,FALSE ,2024-02-13,TRUE
47317,U-ae93e086c0+a2,S-)4f#56f5,2024-04-28,fe^ature*_.new_ai,18,6532,2 ,TRUE,NA,TRUE
NA,U-ec600de+41afe,S-38a5fb,2023-12-24,f!eature_new_ai,NA,3683,0,FALSE,2023-12-24,TRUE
47319,u-f433ec8*d44dd,s-2a&73e2,NA,%fea%ture_new_ai,10,2131,0,false,2023-07-02,true 
47320,u-9ca25)2(f^28!118,s-!683c6b,2023-08-31,feature)_new_ai ,4,115,NA,NA,2023-08-31,true
47321,U-ff024d4542cd,S-$80fa36,2023-08-28,featur-e_n_e+w_ai,7 ,NA,0,TRUE,2023-08-28,TRUE
47322,U-5672.ca7a9703 ,S-@6$b97b7 ,2024-05-10,+fe%at-ure_new%_ai ,11,6518,0,FALSE,2024-05-10,TRUE
47323,U-295e921cfee)a,*S-7179fd,2024-05-08,NA,13,6211,0,FALSE,2024-05-08,TRUE
47324,NA,S-3037ab,2023-12-03,fe-a&ture_new_ai,16 ,3248,0,FALSE,2023-12-03,TRUE
47325,U-32f673a26c*3e ,^S-938e4e,2024-05-01 ,feature_new_ai,10,789,0,NA,2024-05-01,NA
47326,U-7$ff1ce251fcd ,S-1830_73,2023-09-09,fea+ture_ne-w_ai ,9,5279 ,NA,FALSE,2023-09-09,TRUE
NA,U-14db1265cdc5,S-36949+5,NA,feature_new_ai,13,1687,0,FALSE,2024-02-14,TRUE
47328 ,U-2a2*2_dc3^56.66d,S-7a6697,2023-11-02,feature_ne)w_ai,12,5079,1,FALSE,2023-11-02,TRUE
47329,u-34fd4+7b79@daf,s-bdac36 ,2023-09-07,feature_new_ai,16,4622,1,false,2023-09-07,true
47330,U-04844-d810243,S-ccc0fe,2023-09-11,fea!tur&e_new_ai,11,NA,0,FALSE,2023-09-11 ,TRUE
47331,U-27624c*3c021)2,S-dec1fb,2023-11-12,feature_new_ai,9,6453,4,FALSE,2023-11-12,NA
NA,U-5(0f9553427dd,&S-f110db,2023-10-13,%feature_new_ai,4 ,3358 ,0 ,FALSE,2023-10-13,TRUE
47333,NA,S-df147d,2023-08-28,feature_new_ai,10,573,0,NA,2023-08-28,TRUE
47334,U.-65651.9+cf6@e56,S-151+b22,2023-10-11,feature_new_ai,7,2814,0,FALSE,NA,TRUE
47335,NA,S-.665df9,NA,fe@at^ure_ne_w$_ai,12,5724,0,FALSE,2023-07-28,NA
NA,U--63828+904e50a,S-c80ac4,2024-05-30,feature_n#ew_a-i,8,9498,0,FALSE,2024-05-30,TRUE
NA,U-35-cc8e61a5e0,S-fd0d_21 ,2023-10-28 ,feature_new_ai,11,6154 ,0,FALSE,NA,NA
47338,U-5e392f69d532,S-c84ce4,2023-07-21,featur#e_new_ai,11,8840,0,FALSE,2023-07-21,TRUE
47339 ,U-_b633d4c5*e230,S*-8bbf.cd,2024-01-08,f+eature%_new_!ai ,11,2270,0,FALSE,2024-01-08,TRUE
47340,U-.ABF6C62EF9E$D,)S-4FAEB^9,2024-04-29,NA,9,2900,NA,TRUE,2024-04-29,TRUE
47341,U-0c7#c41df+f56a,S-abddce,2023-10-21,&featur!e(_n.ew_ai,9,2692,0,FALSE,2023-10-21,TRUE
47342,U-03@5c38e58917,S-3&6b46e,2024-04-15,feature_new$_ai,14,8290,NA,FALSE,NA,TRUE
47343,U-54d1bf4cab1e,S-b41^269,2024-01-20,fe(ature_new_-ai,10,2212 ,0,TRUE,2024-01-20,TRUE
47344,U-80@a2*0c48c7c*7,S-f24690,2024-03-07 ,feature_new_ai ,6 ,3554,2,FALSE,NA,TRUE
47345 ,U-65c3fb3a9d9+6,S-753a0a ,2023-09-28,feature)_)new_ai,14,1559,0,NA,2023-09-28,TRUE
47346,NA,S-0-ff1eb,2023-06-25,feature_new_ai,6,3780 ,0,FALSE ,2023-06-25,TRUE
47347 ,u-c79a8b12bbd5,s-19858e,2023-10-16,feature_n%ew_ai,7,1267,0,false,2023-10-16,NA
47348,U-bdc379(8838(05,S-7a06fe,2024-05-14 ,feature_ne^w_ai,14,2166,0,FALSE,2024-05-14,TRUE
47349,U-db*6%5370e1f7b ,NA,2024-03-26,NA,11,4003,0,FALSE,2024-03-26,TRUE 
47350,@U-9225d63ccb4e,S-2ae5d8,2024-03-24 ,featu@re_)new_a@i ,10 ,1276,0,TRUE,2024-03-24 ,TRUE
47351,U.-41597eeb7640,S-dcc1a5,2024-04-27,feature_new_ai,10,979,0,FALSE,2024-04-27,TRUE
NA,U-e6269900f3e8,S@-50e9f3,2023-10-26,feature_new_ai ,4 ,686,0,FALSE,NA,TRUE
47353,U-f8163913d41c,S-d3ecc2,2023-10-07,&feature_n*ew_-ai ,5 ,4093,NA,FALSE,2023-10-07,TRUE
NA,U-8f41e1d^b909f,S-162d54,2024-05-14,featur%e_new_ai,10,NA,1,FALSE,2024-05-14,TRUE
47355 ,U-df4f50c6_52b0,S-8383(30,2024-01-06,feature_new_ai,20,8809,0,FALSE,NA,TRUE
47356,U-a8#2456.d9bc84,S-ce5636,2023-09-28,feature_new_ai,11 ,1815,NA,FALSE,2023-09-28,TRUE
NA,U-e7cd98ca2763,S-e561b9 ,2023-09-21,feature_new_ai,9 ,314,0,FALSE,2023-09-21,TRUE
47358,U-9cf47af2ae5e,S-012%ab9 ,2024-04-27,@feature_new_ai,NA,1556,0,FALSE,2024-04-27,TRUE
47359,U-5ed(7702&0-6d9%b ,S--feb4b0,2023-07-01 ,feature_new_a!i,11,2243,0 ,FALSE ,2023-07-01,TRUE 
47360,u-855eb50&ba6ee,s-d4d45+9,2023-07-04,feature+_new_^ai ,16,3141,0,false,2023-07-04,true
47361,U.-fcef880b2640,S-ff4a47,2024-03-07,feature_new_ai,NA,2001,NA,FALSE,2024-03-07,TRUE
47362,U-3f81817!187#86 ,S-d1350#e,2023-06-12,feature$_new_ai,9,1601 ,3 ,FALSE,2023-06-12,TRUE
47363,U-b2&39c4%3&2%483c,S-108caf,2023-08-13,feature_new_ai,11,8036,NA,NA,2023-08-13,TRUE
47364,U-6ef^8ca90fc1c,S-f+6bb38,2024-06-07,$fea+ture_new_ai,8,1884,6,FALSE,2024-06-07,TRUE 
NA,u-e22e3fc2b555,s-b4b400,2023-11-14,)featu$re_n+ew_a^i,11,841,0,false,2023-11-14,NA
47366,U-3#ad^b0c94e114,S-0e068c,NA,+fea@ture+_ne^w_ai,NA,48,1,FALSE,2024-03-03,TRUE 
47367,U-2!7c2e17e4804,S-3473af,2023-12-06,fe@ature_new_ai,11,4207 ,0,NA,2023-12-06,TRUE
47368,U-ccb4fb6228de,S-c0d9)79,2023-07-15,feature_new_ai,11,2998,0,FALSE,2023-07-15,TRUE
47369,U-7b9%89aed1802,S-b2f3f3,2023-08-18,featur!e_new_ai,11,2228,NA,FALSE,2023-08-18,TRUE
47370,U-15985aa2f184,S$-f77847,2024-03-15,NA,11,7877,0,FALSE,2024-03-15,TRUE
47371,U&-*f5a!775987cbe,S-b564&3b ,2023-07-16,feature_%n-e-w_a%i,9,1463,0 ,FALSE,2023-07-16,TRUE
47372,U-#c5d8)555344c)b,S-3^cc163,2024-01-15,NA,13,3035,0,TRUE,2024-01-15 ,TRUE
NA,NA,S-049%11c,NA,feature_new_ai,11,3460,0,FALSE,2023-10-17,TRUE
47374,U-5b611921#883d,S-80af39 ,2023-10-25,feature_new_)ai,18,5121,0,TRUE,2023-10-25,NA
47375,U-2b1e99c#430d8,S-890b(af,2024-05-24,*feature_new_ai,4,NA,1,FALSE,2024-05-24,TRUE
47376,U-9e322%0cc4(4f_8,S@-e0075b,2024-01-19,f)eature_new_ai,8,2807,NA,FALSE,2024-01-19,TRUE
47377,U-fadfd8(5ab353,S-$4e3!e04,2024-01-22,feature_new_ai,8,4300,0,FALSE,2024-01-22,TRUE
47378,U-99e55f7a67f2,S-.467918,2023-10-17,fe@ature_new_ai,14,2988,0,FALSE,2023-10-17,TRUE
47379,U-be01^f876443b,S-883efd,2023-10-29,fea%tu(r!e_)new_ai ,8 ,2692,NA,FALSE,2023-10-29,TRUE 
47380,-U-e47464eba7b6,S-37a9e3,2024-02-17,feature_n!e$w_ai,6,62,1,FALSE,2024-02-17,TRUE
47381,U-46da11c8e78e ,S-ac.b7af,2023-06-26,feature_new_ai,13,5676,0,FALSE,2023-06-26,TRUE
47382,U-1EEE7#5AD5$615,S-4D2392,2023-09-06,NA,7,1070,0,FALSE,2023-09-06,TRUE
47383,U%-ed8a)7f566309,S-147ad7,2024-01-17,*feature_new_$ai,10,3158,0,FALSE,2024-01-17,NA
47384,NA,S-669#6a0,2024-01-25,fea^ture_new_ai ,12,4999,2,FALSE,2024-01-25,TRUE
NA,U-5cd8_6e7216c3,S-795878,NA,feature_new+_ai,NA,5653,2,TRUE,2023-07-15,TRUE
47386,U-edff7227%a956 ,S-55834e,2024-03-25,fe&ature_new_ai,9,1282,0,NA,2024-03-25,TRUE
NA,U_-f64c6)0842a33,S-41cf50,2023-12-27 ,feature_(new_ai,10,827,0,FALSE,2023-12-27,TRUE
47388,NA,S.-3f$e1c3,2023-09-06,feature_new_ai,9,2976,0 ,NA,2023-09-06 ,NA
47389,U-b9cd8b346a94,S-cb100e,2024-03-12,)featu%re_new_ai,9,2705,0,TRUE,2024-03-12,TRUE
47390,U-31E(3A7D*208EA ,S-007E2C,2024-06-07,FEATURE_!NEW^_AI,10,2094,0,FALSE,2024-06-07 ,TRUE
47391,U-d42d+16145*3!cc,S-0e%fb82 ,2023-11-13,fe#a@tu-re_new_ai,8,2405,0,FALSE,2023-11-13,TRUE
47392,U&-4017904da1c7,S-22365f,2023-09-23,$fea(t%u-re_new_ai,12 ,5022,0,FALSE,2023-09-23,TRUE
47393,U-960792f467d5,S-477317,2023-09-29,feature_new)_a*i,10,4964,0,FALSE,2023-09-29,TRUE
47394 ,U-766e59deba)1e,S-b037^c5,2024-01-14,fea+ture_new_ai ,8,5648,1,NA,2024-01-14,TRUE
47395,%U-aa07a091354_2 ,S-_891976 ,NA,NA,6,677,3,FALSE,2023-06-29,TRUE
47396,U-247(90a@c75e4f,S.-882f1d,2023-12-05,feat*ure_new_ai,5,2624,0,FALSE,2023-12-05,TRUE
47397,U-7d9fc4e9_3)ae4,S-2eb247,2023-06-21,feature_new_ai,12,2386,0,FALSE,2023-06-21,TRUE 
47398,U-7795fc322487,S-2a53d_5,2023-06-26,feature_new_ai,10,3848 ,0,NA,2023-06-26,TRUE
47399,U-df0adee5a#1!5e,S-f1aa$04,2023-11-15,feature_%new_ai,7,2945 ,NA,NA,2023-11-15,TRUE
47400,U-e1d5&b59e61d7,S-c$cc0_fe,2024-03-10,_featu@re_new_ai,11,3467,0,FALSE,2024-03-10 ,TRUE
47401,U-2)23b53#4%ae$695 ,S-48@2e5b,2024-04-29,f$eat$ure_new_ai,NA,2180,3,FALSE ,2024-04-29 ,TRUE
47402,U-bfde+12b4ce23,S-e2.3fd8 ,2023-07-13,NA,NA,3449,2 ,NA,2023-07-13,TRUE
47403,U-d0b01e21!6e18,S-18&f7e5,2023-09-09,feature_new_ai,8,NA,1,NA,2023-09-09 ,TRUE
47404,NA,S-6b_1de8,2023-11-12,featu!re_new)_%ai,10,1909,0,FALSE,NA,TRUE
47405,NA,%S&-400e62,2024-01-07,fea*ture_new_)ai,17,2186,0,NA,2024-01-07,TRUE
47406,u-2b0!84)94329f2,s-da9362,2024-06-06,-featur&e_new_ai,9,3380,0,true,2024-06-06,true
47407,U-bf9eacd80_8cb,S.-5f9a67,2024-02-16,feature__new_ai,5,5451,2,FALSE,2024-02-16,TRUE
47408,+U-a4ffc40f*3+f03,S-71d31c ,2023-12-25 ,.feature_*new_ai,20,8536 ,0,NA,2023-12-25,TRUE
47409,NA,S-2d(ad6b,2023-07-04,fea^ture_ne@w_ai,13,1022 ,0,FALSE,2023-07-04,TRUE 
47410,NA,#S-0(0837c,2023-07-11,f@eatur%e_new_ai,10,4081 ,1,NA,2023-07-11,TRUE
47411,U-d63c660ac.d)b7,S-d3d720,2023-08-06,featu+re_new$__ai,NA,1951,0 ,FALSE,2023-08-06,TRUE
47412,NA,S-.8deb5f,2024-02-08,fe^ature%_ne%w_ai,12,5462,0,TRUE,2024-02-08,TRUE
47413,U@-dd5c430820fe,S$-f4059b,2023-10-10,f&eature_new_*ai,9,1333,0,FALSE,2023-10-10,TRUE
47414,u-769e0ecf431e,s-941e0f,2023-09-07,fea&tur$e_ne$w_ai,14,6007,5,true,2023-09-07,true
47415,U-fb56f393&d653,S-d232ad,2024-02-11,feat@u&re_n$ew_a%i,15 ,9149,0,FALSE,2024-02-11 ,TRUE
47416,U(-fc924.7c6a4f9,NA,2024-04-04,feature_new(_@ai,11 ,1228,NA,FALSE ,2024-04-04 ,TRUE 
47417,U@-8d9c08aa1ff5 ,S-5ddf8d,2023-11-19,featu(re_*ne!w_ai,9,941,0 ,FALSE ,2023-11-19,TRUE
47418 ,U-d1d0ae8e@b224,S-f497!df,NA,feature_*new_ai,7,3838,NA,FALSE,2024-04-28,TRUE
47419,U-b98c61cdd725,S-a2cde5,2024-03-05,feature_new_a$i ,11,3014,NA,FALSE,2024-03-05,NA
NA,NA,S_-61%1bf8,2024-02-28,feature-_^n_ew_a!i,4,4226,1,FALSE,2024-02-28,TRUE
47421,U-6423e5-632b6a,NA,2024-04-23,feature$_n@ew_ai,8,3436 ,0,FALSE,2024-04-23,TRUE
47422,-U-facf^4dd4169d,S-a3b329,2023-08-18,NA,14,4953,NA,FALSE,2023-08-18,TRUE
47423,U-953d4.e13a3c&8,NA,2024-03-14,feature_new_ai,9,3196,0,FALSE,2024-03-14,TRUE
47424,U-0ec302a19969,NA,2024-05-26 ,feat-ure_new_ai,8,2015,0,FALSE,2024-05-26,NA
47425,U-d0@947210951e,NA,2024-06-08,feature_new_ai,6,1582 ,0,FALSE,2024-06-08,TRUE
47426,U+-4fd)a213ae4b8,+S-3476*e2,2024-01-08,feature_n$ew_ai,14,2140,1,TRUE,2024-01-08 ,TRUE
NA,U-7dbe92b50531,@S!-3^4512a,2024-03-13,feature_new_*ai,14,980,0,FALSE,2024-03-13,TRUE
47428,U$-_600a9ea-3%386f,S-28e360,2024-05-01,f#eat.u*re^_new_^ai,5,4337,2,FALSE,2024-05-01 ,TRUE
47429,U-bb4bb9313fee,S--87*89b-0,NA,feature_ne)w_ai,13,4197,NA,FALSE,NA,TRUE
47430,NA,S&-1(ade0b,2024-05-04,f+eature_new_ai ,17,3283,0,FALSE,2024-05-04,TRUE
47431 ,U-25)3a9b)2a$a016,NA,NA,!feature_n*e%w_ai,8,699,NA,FALSE,2024-04-10,TRUE
47432,NA,S-f_0081e,2023-10-29,NA,12,6977 ,0,FALSE,2023-10-29,TRUE
47433 ,U-d92e5a+2710$b0 ,*S-46526e,NA,fe!a_ture+_new_ai,13,8742,1,FALSE,2024-03-04 ,TRUE
47434,NA,S-5e5ff0 ,2023-11-08,feature_new_ai,11,3212,0,FALSE,NA,TRUE
47435,NA,S-f869a0,2024-03-30,feature_new_ai,6,2365,0,FALSE,2024-03-30,TRUE
47436,U.-568(8461fd2d9,S-d.a9f05,2024-04-02 ,feature_new__ai,NA,50,0,FALSE,2024-04-02 ,TRUE
47437,NA,S-0d3-91-c ,2024-05-18,featu$r!e_ne*w_ai ,9,NA,0,FALSE,2024-05-18,TRUE
47438,U-c^71a58b118-d3,S-61bcfb,2024-01-12,f+eature&_new_a*i,8,7148,3,FALSE,2024-01-12,TRUE
47439,u-(b8450&e68608c,s-a7)524a,2023-12-02,NA,8,283 ,4,false,2023-12-02,true
47440,U-4DF418CE4FF8,S-81FE83,2023-08-11,FEATURE_N.EW_A#I,NA,1185 ,0,FALSE,2023-08-11,TRUE
47441,U-42c@0ea1eb$eef ,NA,2024-01-30,f-eature_n*ew_ai,NA,6758,0,FALSE,NA,NA
47442,U-258882d&3f753,S-a0a5e3,2024-01-04,(fe&ature_new_ai,9,2886,4,FALSE,2024-01-04,TRUE
47443,U-a0aa05e_4367a,S-31428b,2023-12-16,feature_new_ai,8,2901,0,FALSE,2023-12-16 ,TRUE
47444,U-ba005.8f71fe3,S-d2d423,2024-02-13,featu$re_ne@w_ai,10,2353,3,FALSE,2024-02-13,TRUE
47445,U-36b25&619a257,S-539566,2024-04-17,NA,11,NA,0,NA,2024-04-17,TRUE
47446,U-34eaedaba9f0,S-c0%820a,2023-08-05,feature_new_$ai ,9,3896,2,NA,2023-08-05,TRUE
47447,!U-84.419a825.7a6,S-6c*ff^7d,2023-11-16,NA,11,1896,0,FALSE,2023-11-16,TRUE
47448,U-df060e6e2(be$8,S-0d8cfd,2024-03-01,feature_new_ai,NA,7017,4,FALSE,NA,TRUE
47449,U!-90ef54b0fb61,NA,2024-04-06,feature_new_ai,17,3963,2,FALSE,2024-04-06,TRUE
47450,U-3816f.547d9^3d,S-ff4e21 ,NA,feature_new_a%i,5,1514,0,FALSE,2024-03-22,TRUE
47451,U-af2e91c1eb36,S-c9d475,2024-03-29,feat^ure_ne(w_ai,11,4256,1,FALSE ,2024-03-29,TRUE
