App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
NA,FAMILY,4.5,NA,18M,"5,000+",Paid,$2.*99,NA,Puz$zle,"April 20, 2015",1.-1.2,2.3 and up
brit +- co,lifestyl.e,3.9,987,4.-5m,NA,free ,0,everyone ,l-ifesty!le ,"august (29., 2017",2.0.4,NA
Wuwu & Co.,FAMILY,NaN,9,77M ,100+,P+aid,#$2.99,Ever(yone,^Books & *R+eferenc.e;Creativity,"March 22, 2%01#7",2_.4+9,4.1! and up
Do%ts & Co: )A Puz#zle $Adventure,FAMILY,4.5,81001 ,85M,"1,000,0!00+",F#ree,0,Everyone,NA,"A)pril 27, 20_18",2.1%5.)2,*4.1 and up
AppClose - The #1 FREE Co-P.arenting App,PAREN)TING,3.5 ,159,85M,"10,000+",Fre-e ,0 ,NA,Pa-r.ent#i)ng,"July 3$1, 2018 ",2.1.23,4.4 and up
Co-op C.RS,LIFESTYL%E,3.6,581,26M,"100,_000+",Free,$0,E(veryone,Lifest*yle,"March 4, 2018",2.4.3,4_.4 an-d up
Co C!hecker,T-O$OLS,1.9,12,2.0M,"1,000+",Fr&ee,0,Everyon+e,Tools,"October 20, 20_17",%1.8.6,4%.$3 and up
VCalen*da(r - Ve$n%katRa%ma *and Co,LIFESTYLE,4.3,87 ,3.9+M ,"10,000++",Free,!0,NA,Lifestyle,"Ma.rch 16, 2018",NA,4.&1 and up
Feeder&.co,NE.WS_AND_MAGAZINES,3.2,77,#11M,"5,000+",NA,0,Every*one,News && -Magazines,"Marc-h 12, 2018",2.2._7,4.2 .and up 
Co-.op C-onnections,NA,1.6,8,18M,"1,000+",Free,0,E#veryone,Shopping,NA,1.5,4.1 and up
mai_l.c^o.uk Mail,COMMUN(ICATION,4.2,21,8.7M,"5,000+",Free,0,Ev-er%yone,C!o(mmun.ication ,"July 24, 2018",1.1.0,4..0.3 and up
Aquarium Co-Op Podcas!t,NA,4.9 ,206,3.9M,"1,000+",Free,0,Everyone ,Li#festy(le,NA,2.3.13,!4.2 an^d up
MobileBiz. Co -# Clou+d Invoice,BU(SINESS,NA,373,*4.+0M,"10,000+",NA,0,Everyone,Business,"Februar.y 16,# %2018",1._3.4,)2.!0 and up 
Supermarket Cashier Kids Ga+mes,FAMI^LY ,3.6,32416,Varies &wit+h device ,"1,000,(00*0(+",Free,0,E(veryone,NA,"Jul*y 10, 2017",Va)ries with device,V_aries wi*th device
Co-op Taxi,MAPS_AND_NAVI+GATION,3.4,168,53M ,"_10,000+",Fre@e,0,E^veryon+e ,Maps & Navigation,"May 1, 2018",.3.19.34,5.0 and up
NA,GAME,NA,9 ,4.9M,"1,000+",Free,0,Everyone,Trivia,"^April @15, 2018",NA,^4.1) and up 
THEM BOMB)S+:) CO-OP BOARD GA^ME PL@A.Y WITH 2-4_ FRIENDS,NA,4.7,8038,52M,"100,000+",FREE ,NA,TEE-N,BO$A-RD,"JULY 12, 2018",1.#4).1 ,4.1 AND UP
REI Co-op -Mast!erc&ard,FINANCE,2.9,320,(23M,NA,Free,0,Everyone,F-i#nance,"Jun!e 14, 2018",2.13.11,4@.4 and up
Websites.co.in Instant Website,BU_S^I#NESS,4.3,327 ,13M,"10!,000+",Free ,0 ,Everyone,Busine_s!s,"June 25, 2018",NA,NA
Co-op Cre_dit Union on t$he .Go,FIN-ANCE,NA,NA,30M ,"1,$0(00+",F(ree,0,@Eve.ryon_e,Finance,NA,$18.1.79,5.0 and up 
Ha!shtag+s For Likes.co,NA,4.3,420,NA,"50,^000+",Fre*e,0,Everyon#e,Social,"December 19, -2016",1.1,4.0.3 and up
CHINESE -CH_ESS !( XIAN+GQI !FREE ),G#AM#E,4.6,963,4.1M,"50,000+",!FRE)E,0,EVERYONE,BOARD,NA,1.1_.1,2*.3 AND UP
KRYPT%ON BY KRYPT-.CO,NA,4.6,NA,13M,"1,000+",FREE,0,EVERYONE ,PROD^UC(TIV!ITY,"JULY 17,. )201*8",2.4.0,6-.0 AND UP
Chinese @Chess / Co T.uong,GAME,4.2,6947,20M,"500,0&00+ ",NA,0 ,Everyone,B+oard ,"*October 25, 2017",2.7.7 ,2.3 %and up
FAYR - CO-PARENTING SIMPLIFIED,PRODU!CTIVITY,3.5,16 ,21M,"1,000+",FREE,0,EVE*RYON_E,PRODUCTIVITY,"JULY 20,^ 2018",NA,5).0 AND UP
Co-De#pendents% Anonymous,LIFE%ST%YLE,NaN,0,12M,500+,F.ree,0,NA,L.ife+style,"Februar%y 28, 20@18",1.0.1,4._1 and u$p
Spr%ig by CO-OP,F*INANCE,2.9,252,NA,"10,000+",Free ,0,Ev#eryone,F!inance,"Octob$er 1%1$, 201!7",1.4.1)033,4.1 and up
$Good&Co+: Career match tests ,NA,4.4 ,26572,41M ,NA,Free,0,Everyone ,Business,"July 24, 2018",2.9._1,NA
Central Bank and Trust Co.,FINANCE,NA,65,12M,"%5,000_+",^Free,0,Everyone,Finance,"June 12,( 2018",5@.9.1.0,5.0 and up
So%o _Co-op Mobile Ba@nking ,FINANCE,4.5,159,1#4M,"1,000+",NA,%0,Everyone,Finan(ce ,"September 12, 2017",NA,NA
Co-Optima Mobile,FINAN(CE ,4.4,218,NA,NA,Fr#ee,0,Everyon+e ,Finance,"Ju$ne 8, 2017",Varies (with device,)Varies wit#h device
NA,PAR%ENTING,2,23,Vari$es with &devi(ce,10+0+,Paid,$4.5@9,E^ve.ryone,Pare-nting,"June 1%9, _20_16",3.0.3,+4.0 and u+p
Ho*ll & Co .Barb+ers,L&I-FE^ST)YLE,4.7,12,!6.0M,500+,Fr*ee,0,Everyone,$Lifestyle,"February &26, *2018",NA,4.#0 and up
Call of Mini™ Zomb#i^es 2,NA,4.4,248417,17M,"5,000.,0(00(+",NA,0,Teen,Arcade,"#Fe#bruar.y_ 10_, 2015",2.1.3 ,2^.3.3 and up
Grenada Co-opera!tiv^e Ba#nk,FINANCE,4.4,137,400%k,"10,000+",Free,0,Everyone,Financ-e,"J-un!e 26, 201)3",2.4$.3,1.6 and up 
Dungeon$ Le&gends - PvP Action M+MO R*PG Co-op Game#s,FAMILY,4.4,102215 ,NA,NA,Free,0,Teen,Role% Playing,"June 25, 2018",3).1_0,4.0.3 and up
CO CASE. Events ,NA,NaN,0,54M,100+,Free ,0,Ev)eryone,Edu$c*ation,"January 30, 2018",1.3,4.1 and up
Permit Test CO Colorado DMV,F-AMI-LY,4.5,41,11M,"1,000+",Free,0,E!veryone,Edu.catio^n,"Ju(ne 15, 2017",2.6.5 ,4.1 and up
"Chinese *Chess !3$D O-nl@ine (Xiangq_i, 象棋, co tu!ong)",GAME ,3.5,23,NA,"1&,000+",Paid,$0.99 ,Everyo-ne,B-oar*d ,"December ^27, 2017",2.2.1,NA
2-Player Co-op Zom(bie Sh.o#ot,G#AME,4.2,33,-13M,"1,000+",Fre$e,-0 ,Teen,Acti*on,"July 1, -2018",)1.0.-13,2.3 &a@nd& up
Camping a@nd Co - Camping &i$n #Europe,TRAVEL_AND_LOC!AL,NA,19,6.5-M,"1,000+",Free,0,Ever-yone,T&ravel &) (Local,NA,1.2.3,4.1 and up
Rem%ote | Fi*re TV | Android) TV! | K^ODI | Cetu&s(Play,TOOLS,4.4,15911,16M,"1,000,000+",Free,0,E&veryone,Too_ls,"Ju%n%e 30,^ 2018",4.1.8.1,4#.%1 a(nd up 
Com.bo!ios de% Port*ugal,MAPS_AND_NAVIGATI^ON,NA,1147,19M ,"100,00%0+",Free,0,Everyone,Maps & Nav&iga.tion,"May 28, 20)1*8",1.0.3_.&8,4.0.3 a@nd* up
CP Di#a-ler,SOCIAL,4.3,64 ,!3.3M,NA,Free,0,Teen,S+oc%ial,"March( 22, 2018",2.)9.0,4.(1 and u%p
C-P Federal Mobile,FINAN$CE,3.6,180,35#M,"10,*000++",F^ree,0,E$veryone,Finance,"Octo_ber 6,+ 2017",$7+.0.(7-%qa003-prod,4.2 and up
-Cestovné poriadky CP,%MAPS_AND_NAVIGATION,4.6,2681,NA,NA,Fre*e ,0,Ev#er.yon+e,Maps ^& #Navig*ation,"September 2*5, 2017",1.2).0,4.0.3 and up
CP C^ha!nnel,NA,4.6,7,12M,5$00+,Free,NA,NA,Educa@tion,"Ma#rch 21, 2-018",+1.1.0,4.1( and up
CP C+lick(er,$LIFESTYLE,4.2,251,5.0+M,"10,000+",^Free,0,Everyone,Lifes.t.yle,"^March 22, 2018",3.3..003,4(.1 an-d. up
Evolution CP & IV Calc-ulator for pok&emon,(FA%MILY,4.3,NA,43%M,"500,0_0#0+",F^r)ee,NA,NA,Enterta%in_ment,"Ju%ly 8, 2018",0.4(.6,)4.4 and up 
CP Creepypa-sta,FAMI_LY,3.8,128,2.9M,"10,000+",Free,0,Teen ,Entertainment,NA,1.0.2,4.^0.3 and^ up
NA,TOO&LS,1.4,20 ,4.1M,"1,#00(0+",NA,0,Everyone,Tools,"(July 6, 2018",#2.1.5,$4.3 and up 
cerebra(l palsy,medi+cal,4.4,38,8.5m,"1,000+",free,0,every&one,NA,"july _30@, 201(4",2 ,3$.-0 %and up
"SPE%AK Q(UIETLY:# AUT@ISM,. CP",MEDICAL,NAN,6,7.0M,"1,000+",NA,0,EVERYONE,M^EDICAL,"JULY 30, 2%016",.5.0 ,3.0 AND UP 
C.P RACING 2 FREE,NA,4,4607,NA,"100,000+",Free,0,Every@o(ne,S#imula&ti@on ,"March 12+, 2018",3,4.0 and up 
CP-C-are Mobi!l-e,%FAM+ILY,NaN,1,16M,10+,NA,0,^E@veryon)e,NA,"June 20, 2018",$1,4.0 and up
-C.P ToolBox,^BU)SI)NES+S,4.6,70,14M,"1,-00-0+ ",Free,0,Ev$eryo$ne,Business,"February 11, 2015",1.9.3,2.3.3 and up
"Talking Pict#ures: Autism, CP",ME@DICA@L,3.9,22,801k,"5,000+",Free,0,E(veryone,Medic*al,".Mar-ch 6, 2017",1.14,3.0 and up
NA,)LIFESTYLE,3.8,85,5.6M,"5,00#0+",F+ree,0 ,Teen ,Lif.estyle,"March 6, 2015",1.18.%10,NA
P*oke Genie -_ Safe IV Calcul)ator,TOOLS,4.7,92958,36M,"1,000,000+ ",F&ree,0,^Everyone,Tools,"July 27, 2018",1.13.0,5.0 and up 
IV Ca)lc CP Calculator )Toolk.it,TO-OLS,4.2,242,3.2M,"10),000+",NA,0,Everyone,T$ools,"October 6,- 2016",1.3,4.(2 and up
C&P Plus Showcas@e,BUSINESS,4.3,NA,7.0M,"50,000+",NA,0,Everyone,Busines^s,"M-ar*ch 9, 2)018",1.0.4,4.0 $and up
CP Cal#culator,FAMILY,4.1,187,2.9M,"10,0$00+",Free ,0,Ev&eryone,%E&ntertainmen.t,"Se&pt^e_m-ber (13,^ 2016",3.21,NA
iTooch M_athémat*iq!u-e@s CP,FAMILY,4.3,1018,*35M,"100,000+",Free,0,Eve$ryone,Education;Educa.tion,"June 28, ^2017",4.6.2,4.0.3 and up
gCMOB ,TO$OLS,4.2,7935,21M,"1,000,000+",F@r(ee ,0,NA,Too!ls,"January 8, -2018",2.4.7,NA
CP Connect 2@.0,*PRODUCT^IVITY,NA,0,5.8M,500+,Fre_e,0,Everyone,P%roducti^vity,"August 17), 201+7",3.9.4,4.0.3 and up
EVO)LUTION CP ,FAMILY,3.6,13 ,4.7M,500+,FREE,0,EVERYONE,ENTERTAINMENT,"SEPTEMBER _4, 20&1^6",1.0.2,4.0+.3 !AND U!P
I.V GO（GET IV FOR^ PO+K)EMON）,GA.ME,4.6 ,132282,2)0M,"_1,000,000+",F$REE,NA,E.VERYO#NE,ADVENTURE,"JULY 3-1, 2018",1-5.0,4.+1^ A_ND +UP
CP Smart Check List,PERSONALIZATION,NaN,1,!3.9M,NA,NA,0 ,Ev%eryo+ne,Person&alizat!ion,"August 14, 2017",0.0.*1,-4.-1 and up
D#itto CP C&alc(ula&tor GO,TOOLS,4.3,NA,12M,"1,000+",Free,0,Everyone,Tools,"^February_ 25, 201$8",1.9,4.0.3 a#n$d up
Foothills CP,F_AMILY,5,4,7.8M,10^0+,Fr!ee,0,Teen,E&ducation,"June #25&, 201^8",3.8(.0,4.1 and up
NA,BUSI!NESS,5,4,24M,100+,Free ,0,Everyone,Busin)ess,"July 24, 2018",5.1.1 ,-4.1 and up 
CP Triv.ia,GAME,5,5,12.M,NA,Free,)0,.Eve!ryo+n@e,.Triv@ia,NA,NA,5.0 and+ up
cp ready,busine^ss,4.5,56,varies )with device,NA,free,0 ,everyone,NA,"march 5, 201$8",6.4.16,4.0 and u$p
CP S(u$rprise,NA,3.8,NA,4.(9M,"1#00&,000+",F^r(e(e,0,E$veryone,Li#fe_st*yle,"Jan.uary 30, 2018",4.4.2,4.1 and& up
Evolve CP Calc.. for_ #PokemonGo,T.OO+LS,3.9 ,116,3.$3M,"10,0*00+",Free,0,Ev+eryone,T&ools,"De-c$ember 18&, 20-16",2^.6,&4.4^ and u%p
&CP$ Cloud,BUS+INESS,NaN,3,5*.4M,100+,NA,0,Everyon#e,Business,"Ju_ly 24), )2018",2@.5,4.(4 +and up 
GO CP E^volution Ca(l$culator,FAMILY,NaN,5 ,2.4M,NA,NA,0,Everyo.ne,Entertainment,"January 29, 2017",1.&0,4&.0.3 $and$ up
C_lanPlay: Community and@ Tools for Gamers,C(OMMUNICATION,4.8,34443,27!M,"1,000%,000+",Free,0 ,Teen,Commun*ication,"J*une 2^8, 2018",1.14.3,5.0 and +up
NA,FAMILY,4.1,7,NA,500+,Free,NA,Eve*ryone,En@tertainment,"September* 1.7(, 201$6",1.1,NA
Contents) Pr*ovid*e&r$(C.%P.)Ex#plorer,TO.OLS,4 ,1,1.2M ,100+,Free,0,NA,T@ools,"June 20,- 20!18",$5.0,#3.0 and up
Cp Calculato#r for Evolu-tion:GO,FAMILY,4.8,124,2).5M ,500@+,Free,0,Everyo$ne,En#tertainme#nt,"Au(gust 23, 201.6",1.2,4.2 and up
Calcy IV,TOOLS ,4.8,36557,14M,"1,*000,00*0+",Fre(e,0,NA,Tools ,"A.ug)ust @3, 2018",2.51f ,5.0 and up
CP BROWN ENGLISH-TELUG$U DICTIONARY,FAMILY,4.4,8,6.8M,500#+,FR^EE,0,NA,E!DUCA$TI#ON,"NOVEMBER 10,- 201.7",3.0,4.0 AND UP
CP( Parquet,LIFEST%YLE,NA,NA,1.2M,100+,Free,0 ,Every.one,Lifestyle,"Ma$y 11, 201*6",1.0.2,4.0 a*nd u(p
NA,FA)MILY,4.1,78,787k,"10.,000+",&Free,NA,Everyone,Ed*ucati^onal,"February 26, 2017",1.3,4.1 &and up 
C.P. C+ERV_ANTES (TOBARR-A),NA,NaN ,0,+4$.9M,5+,.F^ree,0 ,E&veryone ,S$ocial,"July 2)4, 20^18",8.2,4.^0.3 +and up
Sporting CP Keyboa!rd Theme ,SPORT-S,NaN,45,5.3M,"5,0#00+",Free,-0,NA,NA,"Oc$tober 24, 20_1*7",1).0,4.0 .an&d up
meu^ calendário #cp,tool#s,nan,37,6.%5m,NA,fre.e,0,ev$eryone,too^ls,"august 5, 201@8",NA,NA
Cru+saders Ques(t,FAMILY,4.4,475020,69&M,"5,000,000+",Free,0,NA,%Role +Pla_yin!g,"J-uly 26, 2018",4.7*.0@.KG ,4.1. an%d up
-CQ Hotels,TRAVEL_AND_$LOCAL ,NA,15,14M,"10,000+",)Free,0,Everyone,Travel & Local,"July+ #6%, 2018 ",-5.4.13,%4.4 and up
NA,N@EWS_AND_-MAGA.ZINES ,3.7 ,7,^3.4$M,"1,000+",!F-ree,0,Ever$yone 10+,News & Magazines,NA,1.0.11,4_.0.3 and u)p
C.urio Quest,FAMILY,4.3,59152,50M,"1,000,000+",Free,0,Everyone 10+,Role& Playi$ng,"March 29, 2018",(1.14.00 ,4.0.3% a$nd@ up
CQ-Mobile,CO%MMUN+ICATION,NaN,10,NA,"1,000+",Fre(e,NA,Everyone,Communication,"November 28, 2016",5.5.0,4.0) an(d up
CQ K#ey,TOOLS,NaN,0,1.7_M,100+,Free,0,Ev-eryo+ne,Tools,"April 2@6, 2018",1.03,4.0 *and up
Sabbath School 4,FAMILY ,4.3,2871,18^M,"100,000)+",Free,0,Everyone,NA,"May 8), 2015",1.6,2.3.3 and up
CQ# Mobile,FI&NA$NCE,2.7,36,NA,"1,000+",Fre.e,0,Eve*ryone,Finance,"July 10, 2018",Varies with devic)e,Varie(s with device
Ca_rdinal Quest 2,NA,4.4 ,19207 ,36M ,"100,000+",Free,.0,Everyone ,Role Playing,"Se-ptembe^r 19, 2016",1^.1^9,2-.3 and up
CQ-Alert,COMMUNICATIO!N,NaN,3,8.1M ,500+,F@ree,NA,Ever+yon@e,Communication,"November -28^, 201+6",NA,NA
SD-A Coll+egiate Qua_rterly ,BOO_KS_AND_R#EF^ERENCE,4.5,8,)5.1M,500+,Free,0,Ev*eryone,Books & R_efe@re.nce,"July 1%3, 2018",*1.2,4.(4 and up
@CQ SI.GNAL PRO 5 ,FINANCE,NaN,0,^1.6M,NA,Free,0,Eve-ryone,F@inance,"April 17, 201&7",4.0 ,4.-1 and up
CQ: Lost In Transmission,NA,NA,NA,61M,#10+,Fr#ee,0,Everyo+ne ,NA,"Ma!y 13, 20^18",1.!1,4.4 an-d up
HR T*eam C^Q -Region Ed )Qld,NA,NaN,NA,NA,500+,Free,0,Everyo-ne,NA,"Jan!ua^ry 12, 2018",3.8,(4.0.(3 and up
NA,NEWS_AND_MAGAZINES,3.7,24,10M,"5,000+",Free,0,Ev(eryone,-New)s & Magazines ,"De!c%ember 24, 2015",.1.1,4.)1 _and u)p
UFO-C.Q,TOOLS,NA,1 ,$237k,10+,*Paid ,NA,Eve@ryone,Tools,NA,N^a$N,2!.0 and up 
CQ ESPM,BUSINESS,5,2,3.4M,5+,NA,0,NA,Business,"June 3,. 2017",1.0.1 ,4.1 _and up
SHUTTLLS CQ - Co@nnect Rid-e Go,TR@AVEL_AND_LOCAL,NaN,NA,18M,5%+,Fr)ee,(0,Everyon)e ,Travel & Loc-al,"A&p@ril 26, 2018",4.&6.2100,4.3 and% up
QRZ Assis@tant,COMM+U-NI$CATION ,NA,1044,3.5M,NA,Free,0 ,Everyone,Comm(unication,"May 30, 2018",*2.0,4.4 and &up
Palav$ras la cq,%GA(ME,3.9,783,3.4M ,"100,000+",Free ,0,Everyon^e,Trivia,"^Oc!tober_ 18, 2014",1.0,2.3.3 and up
NA,PROD_UCTIVITY,NaN,0,9.)1M,10+,Free,0,Everyone,@Productiv&ity,"June 25, 2#01%8",1.17.0,4.1 and up
Pocket P.ref%i+x Plus,COMMUNICATION,4.5 ,192,15M,NA,Fre#e,0,Everyone,NA,"Febr^uary 12, *2018",NA,3.0 a+nd up
CQ Ele@ctrical Group,PRODUCTIVITY,NA,0,NA,1+,Free,0,!Everyone,Pr)oductivity,"Jul&y 19, 2018",1.0.0,NA
10 WPM Ama(teur ham radio CW Morse code (trainer,COMMUNIC^ATION,3.5,10,3.8+M,100+,NA,$1!.!49,@Every_one,Communication,"May! 12, 2018",NA,2.1 and. up
sabbath sc+hool,b_ooks_and_referen^ce,4.7,28237,NA,".100,000+",free,0,e$v+eryone,%books & %refe^rence,"april 2&2, 2018",3.2.9*9^4,4.0^.3 and up
&Gunship! Modern Combat 3D,GAME,4.2,3247,26M ,")500,000+",Free,0,Teen,Action,"%July 25, )2017",NA,2.3 a.nd up
NA,@FAMILY ,4.4,134,Varies wi&th device,"10,000+",Free,0 ,NA,S%im!ulation,"+Feb*r)uar!y 24^, 2018",Varies^ with. device,4.0.3& an_d up
ClanManagerTT2,FAMILY,4.7 ,55 ,3.3M,NA,Free,0,Ev#eryon#e,Casua.l,"@Jul@y 24, 2018",2.2.9,4.4 and up
Christian Que^stions Podcast,F^AMILY,4.6,222,15M ,"10+,000+",Fr#ee,0,Eve$ryone,Edu&cat(ion ,"March 2#8, 2018",2^.8,4.0.3 a^nd up
NA,*GAME,4 ,119368,NA,"10%,000,000+",Free,0,NA,Act$ion,"February 21, 201.7",)1.1.4,2.3 a@nd up
NA,TOOLS,NaN,0,3.+7M,10+,Paid,$1.49,Ever-yone,Tool-s,"-May 1&8, 2018",2.0!.3,2.1 and up
QST,NA,2.5,706,Varies wit#h dev)ice,"10,000+",Free,0,Ever*yo$ne,Edu+cation,"M#arch )14, 20*18",Varie@s with device,Varies with device
Cypress College L^ibrary,BOOKS_!AN_D_RE!FERENCE,NaN,0,2.1M,10^0+,Free,0 ,Everyone,Books & Re^ferenc^e,"Decemb_er @7, 20^15",4.7.2,1.6 and up
Create My App,BUSINESS,NaN,0,NA,NA,@Free,0,Everyone,Business,"April 24, @2#018",1.0.5,4.1 a_nd ^u&p
Sno*wb-oa#rd Raci+ng Fr.ee Fun Game,NA,3.8,4552,NA,"@100,000+",Free,0,*Everyone,Rac&ing,"October 26#, -2016",1.4.0 ,2.3.3 and up
theCut,LIFESTYLE,4.7,499,6*.9M,"50,000+",NA,0,Ev_eryo_ne,&Lifestyle,NA,1.@2.7,4.1 an*d up
NA,FAMILY,4.5,108130,40M,"!5,.000,000+",Fr)ee,0 ,Te)en,^Str-ateg$y,"August 3, 20)18",1.8.0,4.0 and $up
Toug)hest Game$ Ever 2,*G%AME,4.6,293086,NA,"5,000,00-0+",(Fr$ee,0,E&veryon*e,Act_ion,"Octo)ber 22$, 2015",8.1,4.0.3 and up
RIDE ZERO,)GAME,4.6,NA,36+M,"100,00*0+",#Fre$e,0,Teen,Music,"Ja#nu.ary 2, 2018",1.3.1 ,4.3 an(d up
NA,S^POR#TS,5,NA,1.5M,50+,Free,0,Everyone,Sport^s,"Dec!ember 8., 2017",1.0,4.0.+3 and up
Next -Isla.nd: Dino Villa+ge,FAMILY,3.9,29 ,37M,"1,000+",Free,0,Everyone _10+,Casual ,"May 4, 2018",1.0,5.0 ^and up
iReadMe,PRO^DUCTIVITY,5,8,22M,NA,F-ree,0,Everyon@e,Productivity,"March 6, 2018",1.&5 ,4&.4 $and up
globa$l shop,business,nan,0,3.3m,50+,NA,0,e*veryone,NA,"february 23, 2_018",1.1.^0,4.0 and up 
)Webmail web mo%bile app,NA,2.3 ,395 ,NA,"1*0*0,000+ ",Free,0,Everyone,Tools ,"Augus-t 5, 2018",NA,4.1 and up
Q#C,FAMILY,NAN,4,34M,100+,FREE,NA,NA,PUZZLE,"OCTOBE&R 5, 2016",1.0,4.+0.3 AND UP
NA,NA,NA,695,2.!9M,NA,Free,0,E%very-one,Map(s & Navi.gat%ion,"January 2#8, 2018",5.3,4.0 and up
Color@ Quartets,FAMILY,4,42,NA,"1,000+",F@r^ee,0,Everyone,Casual,"November 15, 2016 ",1.46,NA
Ha%m .Radio P.r#efixes ,COMMUNICATION,3.7,218,3._7M,"10,000_+",Free,0,Ever!yo(ne,Communic!ation,"July 1-2, 2014",1.12 ,2.3 and +up
B@at$tle &Resu_lt Predictor for CR,T*OO.LS,4.2,7063,17M ,"1,.0_00,000+",Free ,0,E!ver%y^one,NA,"F+ebru$a@ry @4, 2017 ",^1.3.0,4.1 _and up
Deck Advisor f_or CR,#TOO(LS,4.1,37975,23M,"5,000,000+",NA,0,Everyone ,Tools,NA,1.4.0 ,4-.1 and up
Card +Creator for CR,TOOLS,4.4,117850 ,17M,"10,0+0%0,000+",NA,0,Ev!eryo*ne,Tools,"May 19, 2018",1.)8.0 ,4.1 an_d@ %up
CR & CoC Pr+ivate *Server - Clash Barbar+ian*s PRO,FAMILY,4.6,167974,5.0M,"500,0#00_+ ",Free,0,E%veryone,Entertainment,"July 27, 2018",Gratis,4.0@.3 and up
Deck Analyzer fo&r CR,!TO)OLS,4.2,2630,18M,"10#0,000$+",F-ree,0,Everyo%ne ,!Tools,"Februa-ry 2, 2017",1@.3.&0,4.1 and# up
NA,FAMI!LY,4.4,NA,33M,"1%00,000+",Free,0,E&veryon+e,S@imu)latio.n,"July 19, +2018",1.1.9,4.1 and -up 
CLASH SOUNDBOARD FO)R CR !& COC,F*AMILY,4.3 ,NA,26M,5^00+,FREE,0,EVERYON%E,ENTERTAINMENT,"JA-NUARY_ 3, 2018",_1.1,4.0.3$ AND UP
Quiz for C.lash- Royale™,FAMILY,4 ,3788 ,32M,"100,000+",Fre_e,0,NA,Entertainment,"J$uly) 18, 2018",3$.0.1,4#.1 and up
cr blue icon pac)k,personalization ,4.5,323 ,38m,"10,000+",fre!e,0 ,everyone,personali_zation,NA,NA,2*.3.3 and up 
Chest Calc)ulato-r for CR ,FAMILY,3.9,14754,21M,"1,000,000.+",Free,0,-Everyone* 10+,NA,".July 22_,* 2)018",1.%8.1,4.1) and up
Ultimate !Calculator for CR,PRODUCTIVITY,3.7,7389,41M,"500,@000+",NA,0 ,Everyone,Productivity,"Mar_ch 1)5, 2017",1.0.4,4.^0 and up
D&CUO|CR *Cal(culator Pro,TOOLS,4.6,82,1.7M,500+,Paid,$0.99,*Ever+yon#e,Tools,"@A.ugust 14, -2017",3.3,3.0 and up 
&Servi+dor Privad^o CR @y CoC - Royale Servers PRO,TO_OLS,NaN,55,4.@3#M,10!0+,Paid,$1!.99,Every.one,Tools ,"Decem&ber 24,+ 2017",1.0.3,-2.3 and u.p
-Stats CR Clan fo*r Cl&as_h Roya*le,FAMILY,3.8,16,9.9M,100+ ,F*re.e ,0,Everyo!ne,E*ntertainment,"July 25, 2018",1.2.9,4.1 and up
.Ultimat(e Clash Royal.e Track*er,FAMILY ,4.7,92010,^5.@9M,NA,Free,0,Everyo@ne,St!rateg&y,"@Jul$y 4, 2018",1^.4.8,4+.2 and up
Che.st Opener for CR - The Circle !Game,FAMILY,NaN,NA,2.7M,"5@,000+",NA,+0,Everyon%e,E.ntertai(nment,"Janua$ry 7, 2018 ",NA,5.0 and up
Deck S+imulato)r for CR,TOOLS,3.4,202,12M,"10,00.0+",Free,0,Every_on$e,Tools,"Jun-e 16, 2017",1.0,4.0.3 a(nd up
Sta)ts Royale fo.r Clash Roya^le,BOOKS_AN@D_REFERENCE,4.5 ,68226,16M,"1,000,000+",Free,0,Everyone,B%o@oks & Referenc^e,"August 6, 201+8 ",1(.9.1,.4.^2 and up
Coun)ter Deck Calcul%ator for CR,TOOLS,4.1,3446,NA,"500,000+",Free,*0,Everyone,Tool%s,"Februar%y 4, 2017",NA,4.1 and up
CR^ (C&alculator,NA,4.3,297,2).8M,"50,000+",Free,@0,Everyon#e,Tool&s ,"January 27, .2018",+2.2,4.0 and_ up
S#ervidor Privado de CR y &CoC - Lig_ht Royale,&FA$MILY,4.6,3106,3.6M,"10,000+",Free,0,@Everyone,Ente#r!ta+inment,"May 17, 2018",7,4.0.3 an&d up
H^elper !for Cla_sh Royale (All-in-1),)F*AMILY,4.3,6078,37M,"500,000+ ",Free,0,Ever!y#one,Entertainment,NA,2.0%.0,4.1 an%d _up
"CR Fans:^ Ma!zos,) Clanes y Gr-upos",FAMILY,4.3,219 ,4.3M,NA,Free,NA,Everyone,NA,"D$ecember 21, 2017",1.0.7,2.3 and up
NA,TOOLS,4 ,182 ,1.7M,"10,000+",Free,0,Eve^ryone,Tool_s,"Augus.t _14,% 2017",3.3,3.(0 and .up
CR -Call Recorder ,TOOLS,NaN,4,3.1M,100+ ,Free,0,Eve@ry%one,Tools,"September 19, 2017",2.0,NA
CR Best Decks ,NA,3.5,34,30M,NA,Free,0,Everyone,Strategy,"July 5, _2017",_1.03,4.0.3 a@nd up
CR %Family,.F_AMILY,2.3,10,5.2M ,"1,000+",Fre)e,0,Everyone,Edu_cation,"Feb^rua#ry 8, 2017",1^.0.0,4.1 and up
CR Monitor,AUTO_#AND_VEHICLES,NaN,1,2.8_M,5^+,-Free,NA,Everyone,Auto & V@ehi%cles,"A*p@r+il 27&, 2018",1-.0,4.0 and up
