ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-2188d7,A-)f5641b,NA,2023-05-31 04:00:00,4,+urgent ,46,NA,NA
T-474315,A-bb3bd4,2024-03-01 ,2024-03-02 17:00:00,41,ur&gen&t,139,4,FALSE
#T^-9(bb199 ,A-af0cd(2,2024-04-23,2024-04-25 21:00:00,69 ,urgent,152,NA,NA
T-bd38a!e ,A-5a$184f ,2023-09-25,2023-09-25 05:00:00,5,medium,38,4,FALSE
T-6e3b72,A^-&3b5cd&1,2023-01-27 ,2023-01-27 03:00:00,3,^med@ium,22 ,NA,FALSE
t+-be$97e7 ,a-7d5$14c,NA,2024-03-20 05:00:00 ,5,lo+w,87,5,false
T.-5ceae7,A-92a3af,2024-06-13,2024-06-14 07:00:00,NA,high,10 ,3,FALSE
T-b4c569,A-b48f73,2023-11-06,2023-11-06 01:00:00,NA,NA,4,5,FALSE
T-0%9&5fc4,A-$9208f0,2023-03-01,2023-03-02 16:00:00,40,urgen#t,100,NA,FALSE
T+-e6b94b,A-7c+fe77 ,2024-10-12,2024-10-13 23:00:00,47,low,143,3,FALSE
t@-832df9,(a-88(c6ca,2023-02-26,2023-02-28 08:00:00,56,NA,12,NA,false
T-0ceebb,A-+72799b,2024-09-06,2024-09-08 07:00:00 ,55,high,104,5,NA
T-e6ff26,A-4e960a,2024-12-08,2024-12-08 20:00:00,20 ,NA,130,NA,FALSE
@T-69f219,A-9289f6,2024-12-16,NA,64,high,26,NA,FALSE
T-6!88401,A-1e1b80,2024-03-30,2024-03-31 10:00:00,34,high,94,3,FALSE
T-76-20e%2,A-54e+cc2,2023-07-28,2023-07-29 09:00:00,NA,high,129 ,NA,FALSE
T-10020f,A-3932db,2023-08-24 ,2023-08-25 04:00:00,28,NA,71,NA,FALSE
T-a2eb91,A-4c56_c9,2024-01-12,2024-01-14 10:00:00,58,med#ium,136,NA,FALSE
T-5)7f_a50,!A-104)f1a,2023-05-25,2023-05-27 05:00:00,53,hi%gh,118,5,NA
T-b9b80b,A-afa505,2024-06-24 ,2024-06-26 09:00:00,57,urgent,NA,3,TRUE
T-DD1F11,A-BCBE98,2024-09-16,2024-09-17 10:00:00,34,ME^DIUM,71,NA,FALSE
T-c46a1b,A-86cdb4,2023-11-07,2023-11-08 07:00:00,31,medium,119,5,NA
T-7048cb,A-adc.1f3,2023-03-10,2023-03-10 01:00:00,1,low,41,3,NA
T--%65bdba ,A-8ae05d,2023-08-06,2023-08-07 23:00:00,47,hig!h,48,4 ,FALSE
%T-da9797,A-bc87bc,2024-10-01,NA,45,high ,160,3,FALSE
.T-&c786ff,A-c222ab,2024-12-26,2024-12-27 15:00:00,39,urgen)t,152,NA,FALSE
NA,A-96e141,2024-03-07,2024-03-09 22:00:00,NA,^medium,58,NA ,FALSE
#T-5a8c(b8,A-9!af+fe6,2024-08-19,2024-08-21 16:00:00,64 ,low,51,NA ,FALSE 
T-580c71,A-068fc6,2023-04-15,2023-04-15 09:00:00,9,urgent,156,NA,FALSE
@T-2a19c6 ,A-52dd88,NA,2023-12-17,72,low,111,NA,FALSE 
T-8(36ae.9,A-410@e86,2023-12-22,2023-12-24 22:00:00,70,low,130,NA,NA
T-8951_01,A-3#7f969,NA,2024-04-12 05:00:00,5,urgent,NA,NA,FALSE
T-&203b1e,A_-69b156,2024-06-12,2024-06-14,48,high,92,4 ,FALSE
T-6da9bc,A-^396e5f,2024-12-10 ,2024-12-12 12:00:00 ,60,high,49,4 ,TRUE
$T-0d73d-3,A-ef84cf,2024-03-11,NA,59 ,%low,143,NA,FALSE
T-0f0bde,A-e888d1,2024-09-24,2024-09-26 03:00:00,51,medium,168,4,FALSE
T-b1$4d75,A-7641d3,2023-03-08,2023-03-10 04:00:00,52,med-ium,115,5,TRUE
T-8580fd ,A-3a(5ad8,2023-06-09,2023-06-11 02:00:00,50,_urg+ent,NA,NA,FALSE 
T-52fd-af,A-e*08cd&3,2023-04-21,2023-04-23 03:00:00,51 ,ur*gent ,23,3 ,FALSE
t-_0648e6,a-0e966d,2024-12-01,2024-12-01 12:00:00,12,lo@w,113,4,false 
T-d93bf8,A-32728c,2023-01-25 ,2023-01-26 16:00:00,40,medium,51,3,NA
T-7$18543 ,A-f03140,2023-01-28 ,2023-01-30 17:00:00,65,urgent,46,3,FALSE
T@-a61271,A&-05d3b-3,2024-11-03,2024-11-05 16:00:00,64,urgent,3,NA,FALSE
T-076#6ec,A-e3(51e1,2024-12-29,2024-12-29 05:00:00,5,low,NA,3,NA
T&-73&8fd8,A-7_9#20cc,2024-03-15,2024-03-15 05:00:00,5,low,NA,3,FALSE
.T-(3b09c6,A-49b828,2023-11-04,2023-11-05 02:00:00,26,medium,93,NA,FALSE
T-9465(68,A-e40f45,2023-01-02,2023-01-03 03:00:00,27,NA,24,NA,FALSE 
T-^1d4ad7,A-0*be01&5,2024-01-04,NA,68,-urgent,44,NA,FALSE
T-69bb*ea ,A-0+2f_ac6,2023-03-03 ,2023-03-03 16:00:00,16 ,medium ,43,NA,FALSE
&T-b0f248,A-0b_e)015,2024-11-26,2024-11-27 22:00:00,46,high,122,NA,FALSE
T-676fd$f,A-7920cc,2024-10-04,2024-10-05 02:00:00,NA,mediu^m,122,NA,NA
T-80fc65,NA,2024-10-08,2024-10-10 13:00:00,61,low ,116,NA,TRUE
T--7E129C,A-DF(10DB,2023-12-04,2023-12-06 20:00:00,68,MEDIUM,46,3 ,TRUE
T-a054#5c,A-48^4-819,2024-04-26,2024-04-26 06:00:00,NA,m^edium,152,NA,FALSE
#T-2c4195,A-ffc04f,2024-01-08,2024-01-08 08:00:00,8,lo(w,175,5,FALSE
T_-9fc&efd,A-65928(0,2023-04-17,2023-04-17 02:00:00,2,low,91 ,4,FALSE
T-C#752B7,A-E36807,NA,2024-09-20 13:00:00,13,NA,145,5 ,FALSE
T-7c0dc$3,A-#b20d99,2023-08-08,2023-08-10 12:00:00,60,NA,32,4,FALSE
T-5cf4eb ,A-c%e550d ,NA,2024-06-15 18:00:00,18,high,169,4,FALSE
T!-&b4957a,A-8ae3fc,2024-03-06,2024-03-06 02:00:00,2,urgent,73,NA,FALSE
T-4a1a56,A-4e631b,2023-09-04,NA,29,NA,86,NA,FALSE
T-07694c,A-^9779&a#d,2023-06-14,2023-06-14 09:00:00,9,_high,96,NA,FALSE
&T-113483 ,A-1e50e0,2024-10-29,2024-10-29 22:00:00,22,*u@rgent,116 ,NA,FALSE
T-fc3f98,A-6f8ad2,2023-07-12,2023-07-14 02:00:00,50,urgent,17 ,4,FALSE
T@-466cea,A-ced9aa,2023-11-23,2023-11-23 10:00:00,10 ,%medium,70,NA,FALSE 
NA,A-eb7c38,2023-08-16,2023-08-16 05:00:00,5 ,urgent,56,NA,FALSE 
T-87f0f2,A-425e76,2024-02-18,2024-02-20 22:00:00,70 ,m%e&dium,164 ,3,FALSE 
T-5df8%d7,A-a6d_261,2024-12-05 ,2024-12-07 01:00:00,49,NA,3,4,FALSE
T-7098db,A-117171,2024-12-12,2024-12-14 01:00:00 ,49,l*ow,95,4,FALSE
NA,NA,2024-01-22,2024-01-23 04:00:00,28,URGENT,15,3,FALSE
T-#d%d$cfa7,A-40906c,2024-05-26,2024-05-26 06:00:00,6,-me)dium,84,3,FALSE
T-4f2be5,A-_3ce5b8,2023-04-07,2023-04-08 21:00:00,45,medium,137,5,FALSE
T-9(1aaf3 ,A-e1462e,2023-04-18,2023-04-20 19:00:00,67,high,122,NA,FALSE
NA,NA,2023-03-24,2023-03-24 23:00:00 ,23,urgent,NA,NA,FALSE
!T-3c3935,A-c1e51.e,2023-01-29,2023-01-30 02:00:00,26,ur(gent,15,3,FALSE
T-7#ff36-c,A-0cc442,2023-04-28,2023-04-28 22:00:00,22,NA,11,NA,FALSE
T-153c4f,A-297a2d,2024-05-14,NA,55,high,9,NA,NA
T-2b9a*c2,A-cbbe12,2023-06-30,2023-07-02 20:00:00,68,NA,163,5,FALSE 
T-5&9dfb0 ,NA,2024-12-18,2024-12-20 11:00:00,NA,medium ,24,3,FALSE
T-ef9608 ,A-2bc93d,2023-05-28,NA,17,ur$gent,112,4,NA
NA,A-ee42db,2023-12-18,2023-12-18 11:00:00,11,medium ,NA,3,FALSE
NA,A.-cab53_2,2024-03-28,2024-03-29 08:00:00,32,lo_w,175,4,FALSE
t-762eff,a-0%f6(450,NA,2023-04-25 04:00:00,28,low ,46,3,false
T-584792,NA,2023-10-15,2023-10-17 03:00:00,51,NA,121,4,FALSE
t-a67c6a,a-40de06,2024-02-18,2024-02-20 07:00:00,55,urge.nt,24,NA,false
T-0ebaee,A-6^59280,2024-03-05,2024-03-05 02:00:00 ,2,medium ,178,NA,NA
T-d035.ff,A-86902e,2024-03-13,NA,54,urgent ,22,NA,FALSE
T-9@e0f_be,_A-42b791,2023-12-12,2023-12-13 14:00:00,38,ur@gent,34,3,NA
T-48a7e.1 ,A-0-baac2,2024-06-30,2024-07-01 20:00:00,44,low,79,NA,FALSE
T-7dfcbc,A-ac9111,2023-06-21,2023-06-21 20:00:00,20,urgent,94,5,FALSE
T-011d44 ,$A-df_bd31,2024-03-29,2024-03-29 13:00:00,13,lo)w ,159 ,NA,FALSE 
T-371908,A-d49cc5,2024-04-13,2024-04-13 07:00:00,7,l%ow,53,NA,FALSE
T-bc73!ad,A-fd7ad3,2024-10-08,2024-10-09 21:00:00,45,l$ow,103,NA,FALSE
NA,A-bd4708,2024-12-13,NA,51,(high,176,NA,FALSE
+T-1e7c$be ,A-bb3bd4,2023-07-10,NA,25,hi(gh,NA,NA ,FALSE
T-e$af4bf,A)-f446$b6,2023-07-26,2023-07-27 23:00:00,47,urg*ent,114,5,FALSE
T-885cc0,@A-798a3f,2024-05-11,2024-05-11 10:00:00,10,%high,33,5,FALSE
T-#4$e6!353,A-ffc0#4f,NA,2024-05-14 05:00:00,29,@low,123 ,NA,FALSE
T!-^73bcc$4 ,A-d27f50,2024-05-01 ,2024-05-02 11:00:00,35,medium,108,NA,FALSE
T-8!82ab9,^A)-65c34-1,2023-07-23 ,2023-07-24 10:00:00,34 ,hig@h,90,NA,FALSE
T*-88c429,NA,2024-11-03,2024-11-04 02:00:00 ,26,urgent,22,NA,FALSE
T-7.0430b,A-856b1e,2023-03-25,2023-03-26 01:00:00,25,!low,8,NA,FALSE
T-%36a591,)A-18793f,2023-12-09,2023-12-10 21:00:00,45,low,99,NA,NA
T-01%6d69,(A-f97b9a,2023-03-18,2023-03-19 19:00:00 ,43,high,85,NA,FALSE
T-$2a5b67,A-118d55,2023-07-24,2023-07-25 13:00:00,37,NA,47 ,5,FALSE
T-7976e4 ,A-50f3f7,2023-06-17,2023-06-19 22:00:00,70,mediu@m,31,5,FALSE
T-d1973c,A-0532a9,2023-03-11,2023-03-13 07:00:00,55,$low,88,NA,FALSE
T-9$dc012,A-fda07_f,2023-09-24,2023-09-24 12:00:00,12,high,2,NA,FALSE
T-d2d_da8,A-81edc3,2023-07-01,NA,29 ,high,75,3,FALSE
t-c01944,a-c*37ca!b,2024-03-28,2024-03-29 18:00:00,42,medium,NA,3,false
T-84745f,A-c*1!6cf7,2023-01-20,2023-01-21 13:00:00,37,NA,165,NA,FALSE
T-46f3a5,A-7c49*56,2024-12-22,2024-12-22 11:00:00,11,low,64,NA,FALSE 
T-575$b7e,A-e351e1,2023-10-05,2023-10-05 20:00:00,20,low,9,5,FALSE
&T-@2e8ffa,A-56962b ,2023-08-15 ,2023-08-15 05:00:00,5,m&edi!um,153 ,NA,FALSE
T-e65-eaf,A-5b1b%cd,2024-09-06,2024-09-07 19:00:00,43,urgent,14,NA,FALSE
T-d23384,A-600734 ,2023-09-03 ,NA,69,high,74,4,FALSE
T-c512$cd,A-%86cd$b4,2024-11-07 ,2024-11-07 05:00:00,5,high,81,3,NA
T-13a6c8,A--b44e3e ,2023-12-27,2023-12-27 10:00:00,10,NA,119,4,FALSE
T-c53a87,A-10b8da,2023-02-19,2023-02-20 13:00:00,NA,high,105 ,NA,FALSE
T-accc3f,A-53f4e3 ,2024-01-20,2024-01-21 12:00:00,36,u@rgent,55,4,FALSE
NA,A-6965e1,2023-08-12,2023-08-12 18:00:00,18,high ,155,3,FALSE
t-(391128,a-0dbdc6,2023-09-11,2023-09-13 22:00:00,NA,medium,92,NA,false 
T-02$ebc4,A-0354f#e,2023-01-20,2023-01-20 02:00:00,2,low,78,5,NA
T-95e4c4,A-4%84819,NA,2024-02-26 12:00:00,NA,NA,176,4,FALSE 
T@-2859a9,A-c1e-51e ,2024-10-29,2024-10-31 16:00:00,64,urgent ,59,3 ,FALSE
T-80c.a^f3,A-7641d3,2023-02-21,2023-02-23 07:00:00,NA,urgent,NA,NA,FALSE
T-fc38c0,A-a1b80b,2023-01-21,2023-01-22 12:00:00,36,low,107,3,FALSE
T!-d1454f,A-68f37c ,2024-09-12,2024-09-12 17:00:00,17,mediu@m,NA,4,FALSE
NA,A-_0f^7d77,2023-11-30,2023-12-01 01:00:00,25,+medium ,17,NA,FALSE
T@-2f8$78^5,A-cdf02*0,NA,2023-12-26 02:00:00,2,low ,121,5,FALSE
T-c-961eb,)A-f9cc74,2024-12-09,2024-12-11 02:00:00,50,medium,26,3,FALSE
T.-5d1*4*4c ,A-462d45,2023-09-18,2023-09-19,24,urgen-t,43,NA,FALSE
T-bb23^6$d,A-cd458b,2024-06-25,2024-06-26 21:00:00,45,urgent,NA,5,FALSE
T-4!616b9 ,A-1!7939a,2024-02-06 ,NA,66,hi&gh,105,5 ,FALSE
T-149155,A-5b4-e*bb,NA,2024-01-02 11:00:00 ,11,me#d&ium,NA,NA,FALSE 
NA,A-a1b_bb6,2023-10-27,2023-10-27 01:00:00,1,high,168,NA,FALSE
T-b8$a88e,A-9_4c3cd,2023-03-20,2023-03-22 07:00:00,55,medium ,175,4,FALSE
t-e09(28c,a-cbbe12,2023-09-04 ,2023-09-04 19:00:00,19,-urg$ent,26,4,false
T)-86e8cc,A.-ced9aa,2023-07-20,2023-07-20 17:00:00,NA,lo.w,NA,NA,FALSE
T-1070ee,A!-b-b1eaa,2023-10-04,2023-10-06 03:00:00,51,NA,NA,NA,FALSE
T-c5!4-74d,A-(00cac8,2023-06-06,2023-06-08 17:00:00,65,urg!ent,149,NA,FALSE
T-3c2ede ,A-a1bbb+6,NA,2023-08-24 16:00:00,16,high ,147,4,FALSE
.T-e18407,A-3b*5cd1,2024-12-21 ,NA,60,urgent,92,NA,FALSE
T%-80$4db5,A&-9f0b68,2024-12-09,2024-12-11 02:00:00,50,high,122,NA,FALSE
T-ebcbc7 ,A-7e0a1@0,2023-09-02,2023-09-02 11:00:00,11,urgent,41,3,FALSE
T-b95%195,A-cdf020,2023-07-11,NA,69,mediu)m,28,NA,FALSE
T-326f+b6,A-)1f559b,2023-06-28,2023-06-29 08:00:00,32,hig-h,NA,4,FALSE
-T-4013e1,A+-5b4ebb,2023-02-19,2023-02-21 22:00:00,70,low,18 ,5,NA
#T-99dba7,)A-dcc3f1,2024-05-01,2024-05-02 20:00:00,44,low,126,4,FALSE
T-cbc3ab ,A-1f7acb,2023-01-20,2023-01-22 17:00:00,65,high,155,5,FALSE
_T-2354bb,NA,2023-08-30,2023-08-31 23:00:00,NA,medium,NA,NA,FALSE
T-4e07bf ,A-6.0(0734 ,2023-10-29,NA,NA,u(r)gent,123,3,FALSE
T-c39af4,A-149a69,2024-10-19 ,2024-10-21 17:00:00,65,low,59,NA,FALSE
T-4eb.e83,A-6e78%27,NA,2024-09-26 11:00:00,35,low,86,3 ,FALSE
T-00f54-2 ,A-158f4e,2024-04-18,2024-04-19,24,NA,83,5,FALSE
T-75271b,A-751bd4,2023-10-22,2023-10-22 19:00:00,19,&med+ium,101,NA,NA
T-#dfd61e,A-^b2af2e ,2024-01-09,2024-01-11 17:00:00,65,lo@w,91,4,NA
T_-a5628@8,A-4a26+7b,2023-06-22,2023-06-22 05:00:00,5,hi_gh,25,5,FALSE
NA,A-781&cc0,2024-08-17,2024-08-19 16:00:00,64,)hig.h,NA,5,FALSE
T-3bc756,A-a0ca4e,NA,2023-04-24 10:00:00,10,&low,129 ,4,TRUE
T-eb6b8e,A-02cd81,2024-07-10,2024-07-10 09:00:00,9,high ,99,4,TRUE
NA,A-FFC04F,2023-11-12,2023-11-12 01:00:00,1,)MEDIUM,17,5,FALSE
T-01c405,A-c16b88,2023-03-15,2023-03-16 12:00:00 ,36,NA,121,NA,FALSE
T-e6d7c6,A-!c58f49,2024-08-13,2024-08-13 13:00:00,13,medium,95,5,FALSE
T-0f7d84,A-a6d26_1,2024-10-27 ,NA,NA,medium,81,NA,FALSE
-T-ca8cb0,A-2b9d3e,NA,2024-03-13 04:00:00,28,low,127,5,FALSE
+T-5d7*ef_5,A-9ee9%62,2024-02-11,2024-02-13 16:00:00 ,64,hi(gh,23,4,FALSE
T-b*1-720e,A-b(b14$86,2023-08-27,2023-08-27 13:00:00,13,high,118,NA,FALSE
T-#78fcb1,A-39868b,2024-01-02 ,2024-01-02 18:00:00,18,urgent ,16 ,5,FALSE
T--3&b9*f#ea,A-f97b9a,2023-09-16,2023-09-16 05:00:00 ,5,NA,58,NA,FALSE
T-5df3d2,A)-c%42f1f,2024-04-05 ,2024-04-06 13:00:00,37,high,97 ,NA ,FALSE
T-82$06d0,A*-9bfc9f,NA,2024-09-24 23:00:00,47,u+r.gen+t,21,NA,FALSE 
T-fa1316,A-7124-2%6,2024-05-18,2024-05-20 12:00:00,60,low,169,4,FALSE
T-ac52cc,A-87aa7b ,2024-03-19 ,2024-03-19 01:00:00,1,medium,64,NA,FALSE
T$-e$8a@c58,A-1ac5e0,2023-01-10,2023-01-11 21:00:00,NA,medium,21 ,5,FALSE
T-cddf95,A-bcf87c,2024-01-09,2024-01-11 22:00:00,70,med@ium,40,3,FALSE
T-f0@ac&a7,A-1b9609,2024-04-22,2024-04-24 14:00:00,62,urg-en-t ,74,3,FALSE
NA,A-f446b6,2024-11-25,2024-11-25 18:00:00,18,high,127 ,NA,TRUE
T-9e6b9a ,A-39868b,2023-06-10,2023-06-12 02:00:00,NA,h&igh ,144,NA,FALSE
+T-b04488,A-d40bf7,2024-11-03,2024-11-03 14:00:00,14,&urg#ent,80 ,5 ,FALSE
T-*2b0275,A-22f2df,2024-06-14,2024-06-16 09:00:00,57 ,high,49,NA,FALSE
T-49f7fa,A-68f37c,2024-04-20,2024-04-20 18:00:00,18,high,139 ,NA,FALSE
T-667!6f*9,A-3d957.b,2024-03-05,2024-03-07 05:00:00,53,NA,40,3,FALSE
T-_8*20@846 ,NA,2024-07-30,2024-07-30 10:00:00 ,10,medium,44,NA,FALSE
T-d66f0f,A-8b*25f2,2023-12-03,2023-12-05 04:00:00,52 ,medium,15,5,FALSE
T-4486bf,A-1619f8,2024-11-11,2024-11-12 23:00:00,NA,ur&gent,152,NA,FALSE
T-)b51da1,A&-354f)12,2023-08-03,2023-08-05 18:00:00,66,low,104,NA,FALSE
T-e34acc,A-9bfc9f,2023-08-24,2023-08-25 03:00:00,27,NA,30,3,NA
T-8#d5#902,A-e61e98,2023-07-01,2023-07-02 15:00:00,39,medium,58,NA,FALSE
T-7d878f,A^-)54d94a,2024-07-19,2024-07-21 19:00:00,67,medium,18,3,NA
T-508c6e,A-15*1c9a,2024-06-01,2024-06-01 23:00:00,23,medium,NA,3,FALSE
T-233db8,(A^-a0ca4e,2023-10-03,NA,34,NA,133,3,FALSE
T-e112!be,A-34ea2f ,2023-11-03,2023-11-04 16:00:00,40,urg!ent,74 ,4,FALSE
NA,A-e4bf56,NA,NA,69,NA,NA,3,FALSE 
T-F*97A8B,A-0E+9%66D,2024-09-11,2024-09-11 22:00:00 ,22,(MEDIUM,100,5,TRUE
T-ed09ab,A-94$d3@da,NA,2024-12-28 01:00:00,25,high,130,NA,FALSE
T-2537ea,A-.5a3eb%9 ,2023-04-15,2023-04-16 16:00:00,40,high,71,NA,FALSE 
T-17884a,A-104f_1$a,2023-08-07,2023-08-08 10:00:00,34,medium,NA,3,FALSE
T&-2d!3ea5,A_-e4bf56,2024-08-27,2024-08-28 02:00:00,26 ,+urg#en_t,124,NA,FALSE 
T-4d29$dc,A-5a92e7 ,2023-01-04 ,2023-01-05 01:00:00,NA,urge*nt,147,NA ,FALSE
T-2#73811,A%-02!9f69,2023-06-23,2023-06-25 01:00:00 ,49,lo.w,85,NA,FALSE
T-ce9e96,A-7@a0d69,2024-04-25,2024-04-25 22:00:00,22,NA,NA,NA,FALSE 
T-d3a975,A-3ce5b8,2023-10-08,2023-10-09 10:00:00,34,urgent,169,3,FALSE
^T-2E98AD,A-8-54864,2023-09-14,2023-09-16 06:00:00,54,MEDIU*M,90,5,FALSE
NA,NA,2024-11-30,2024-11-30 07:00:00,7,NA,83,5,FALSE
T-7b5fdd,NA,2023-06-28,2023-06-28 04:00:00,4,low,56,5,FALSE
T.-6*29f53,A-37f969,2023-12-29,2023-12-29 19:00:00 ,19,NA,176,NA,TRUE
T-f367ef ,A-c7ffc2 ,2023-10-12,2023-10-14 15:00:00,63,low ,143,NA,FALSE
T-2B2A49,A-39B19F,2024-06-04,2024-06-05 04:00:00,28,MEDIUM,174,NA,FALSE
T-e6_e8.0e,A(-&f*f#c04f,2023-06-23,NA,21,#urgent,21,NA,FALSE
T-df5e(8e,A-b48f73,2023-06-22,2023-06-23 15:00:00,39,high,40,3,FALSE
NA,NA,2023-05-12,2023-05-13 08:00:00,32,high,NA,3,FALSE
T-b43b6a,)A-4ae22^a,2024-08-09,2024-08-09 09:00:00 ,9,$u)rgent,10,NA,NA
NA,A-39b19f,2023-08-06,2023-08-07 01:00:00,NA,l(ow,5,4,FALSE
T-0313d4,^A*-ad64c6,2024-11-04,2024-11-06 04:00:00,52,)medium,173,NA,FALSE
T-8d4+cd3,A-+f25_509,2023-07-13 ,NA,68,h#igh,169,NA,FALSE
NA,A-8_ade!dc,2024-08-19,2024-08-19 18:00:00,NA,low,19,NA,FALSE
NA,A!-3f9cc0,2023-12-07,2023-12-09 08:00:00,56,urgent ,NA,NA,FALSE 
T-e#6e1(ba,A)-d922*bf,2023-05-28,2023-05-29 17:00:00,41,NA,146,NA,TRUE
T-91ed@fc,A-92a3#af,2024-03-30,2024-04-01 09:00:00,57,med!ium,68,NA,TRUE
NA,A-%fe7!9a5,2023-05-25,2023-05-25 07:00:00,7,medium,123,5,FALSE
@T-ea95e_f,NA,2023-02-07 ,2023-02-08 08:00:00,32,me&d@ium,147,4,NA
T-10ac61 ,&A-2d4502,2024-05-02,2024-05-02 02:00:00,2,urgent,171,5,FALSE
_t-902d96,a--76fa4d,2024-12-27,2024-12-29 11:00:00,59,NA,147,4,false
T-317894,A-0651a)4,2024-04-20,2024-04-20 01:00:00,NA,high,135,3,FALSE
T-4e99%02,A-42b791,2023-06-22,NA,13,high,162,5,FALSE
T-2*d6f9d,@A-fabe19,2023-05-23,NA,32,urgent,63,NA,FALSE
T-21a62a,&A-bc4d48,NA,NA,9,medium,104,NA,FALSE
T-435417,A-0!2c!d(81 ,2024-02-02,2024-02-02 06:00:00,6,ur$gent,44,5,FALSE
+T-f0ad1e,A-940b8.b,2023-07-14,2023-07-14 15:00:00,15 ,low,164,5,FALSE
T-9a49dd,A-3ce5b8,2023-05-08 ,2023-05-09 18:00:00,42 ,high,65,4,FALSE
@T(-20d400,A-c9bb3e,2023-10-14,NA,35,hi&g^h,169,NA,FALSE
NA,A-9174e)0,2024-10-30,2024-10-31 01:00:00,25,urgent,NA,5,NA
T-1948cd,A-bc87bc,2023-11-10,2023-11-12 03:00:00,51,NA,28 ,NA,FALSE
T-b9ca2-9,A-e98302,2024-08-28,2024-08-30 16:00:00,64,low,37,4,FALSE
T-f9f1f5,A-e#19f*f6,2023-04-21,2023-04-23 03:00:00,51,hig)h,109,NA,FALSE
T-437b@2d,A-95b24a,2023-11-06,2023-11-07 09:00:00,NA,hi)gh,12,3,FALSE
T-12a7d7,NA,NA,2023-08-02 02:00:00,2,low,NA,3 ,FALSE
T-.99ec8e,A-f9%cc74,2024-11-14,2024-11-16 15:00:00,63,low,129,3,FALSE
_T-cb95ef,A-c4ea60,2023-02-16,2023-02-18 10:00:00 ,58,low,74,3,FALSE
T-27d929,A-10b8f2,2023-11-10,2023-11-12 11:00:00,NA,urgent,26,5,FALSE
T-6fa.f48,A-7c83a1,2024-04-21,2024-04-21 03:00:00,3,NA,82,5,FALSE
T-7b5e96,NA,NA,2024-09-29 23:00:00 ,23,h+i-gh,162,4,FALSE
T-CC3D2A,+A-B11CD0,2024-01-31,2024-01-31 07:00:00,7,ME#D+IUM,104,NA,FALSE
!T-99)abf%9,A-2%edab2 ,2023-07-31,2023-07-31 01:00:00,1 ,hi^gh,135,3,FALSE
$T-9eecab,NA,2023-07-17,2023-07-18 03:00:00,27,NA,NA,NA ,FALSE 
T-276a05,A-c37cab,NA,2023-10-19 14:00:00,NA,high,144,3,TRUE
t-1@e0%80e,a-7-12426 ,2024-08-04,2024-08-04 15:00:00,15,urgent,66,5,false
T-da9234,A-7da!956 ,2024-04-20,2024-04-21 11:00:00,35,medium ,112,5,NA
NA,NA,2024-10-18,2024-10-19 08:00:00,32,medium,160,NA,FALSE
T-(78e!d7c,A-b07346,2024-08-13,2024-08-15 22:00:00,70,high,31,NA,NA
T-82f258,A-ff3c73,2023-03-19,2023-03-21 18:00:00,66,NA,79,3,FALSE
t-256979,a&-0380.89 ,2023-04-02,2023-04-02 09:00:00,9,NA,96,NA,false
T-8%e9b%d1,A-1f7ac%b,NA,NA,70,NA,131,5,NA
NA,NA,2023-09-23,2023-09-26,72,low,105,NA,FALSE
_T-298#9%48,NA,2024-02-06,2024-02-08 05:00:00,53,ur!gent,105,4,FALSE
T-21_611f,A-82861f ,2023-01-27,2023-01-28 05:00:00,29 ,low,19,3 ,FALSE 
T-24643b,A*-d922bf,NA,NA,2,low,130,3,FALSE
T-2708ab,A-96e141,2023-11-07,2023-11-07 08:00:00,8,med-ium,42,4,FALSE
T-5e7096,*A-44dc83,2023-10-18,2023-10-19 23:00:00,47,low,35,NA,FALSE
T-7ba83f,A-ffc0!4f,2023-02-01,NA,47,high,47,4,FALSE
T-e14078,A-!e2cd#1b ,2023-04-27,2023-04-27 02:00:00,NA,urgent,16 ,NA,FALSE
T-f2e96f,A-96e141,2023-04-24,2023-04-24 17:00:00,17,urgent,130,NA,FALSE
#T!-5-19a0a,A-f5641b,NA,2024-08-11 14:00:00,62,med.i%um,132,NA,FALSE
T-dca519,A-ce66f8,2024-09-14,2024-09-14 07:00:00 ,7,u&rgent,47,NA,FALSE
T-b9e44a,(A-1ac5e0,NA,2023-06-12 14:00:00,62,medium,13,NA,FALSE
T-17e&8e9,A-7c6b6b,NA,2023-09-04 09:00:00,33,hi.gh,63 ,5 ,FALSE
T-82ae01,@A-49-b828,2023-06-03,2023-06-03 06:00:00,6,medium,150,4,FALSE
T-e51e43,&A-4e960a,2023-04-30,2023-04-30 13:00:00,13,low,NA,NA,FALSE
)T-45e6da,A-1e6fc3,2024-03-08,2024-03-09 09:00:00,33,!low,120,3,FALSE
T-b5aa6f,A-7c83a1,2023-02-14 ,2023-02-15 20:00:00,44,low,85,4,FALSE
T-93#a37f ,A-@95b24a,2023-08-08,2023-08-08 09:00:00,9,&h@igh,74,NA,FALSE
T@-6e!76a6,A-625d0b,2023-09-17,2023-09-18 13:00:00,37,urgent,141,NA,FALSE
T-09dd85,A-f-d7ad3,2023-02-06,2023-02-06 14:00:00,14,low,12,NA,FALSE
T-1cd0a4,A-35083(d,2024-06-25,2024-06-27 06:00:00,54,low,61,5,FALSE
&t-d)5ea25,a-9289f6,2024-10-14,NA,59,low,56,5,false
